#trait_category	trait	trait_name	family	geno	covar	geno_covar	geno_delta	n_variables	WB_test_P	is_significant_in_WB
Diffusion_brain_MRI	INI25726	WA ISOVF in tract superior longitudinal fasciculus (R)	gaussian	0.0272877056208181	0.097152844734297	0.118041069735134	0.0208882250008374	197	0.532783338716434	FALSE
cancer	cancer1018	Stomach cancer	binomial	0.527666906319949	0.690354640693951	0.690156467337265	-0.000198173356686815	23	0.53402174522158	FALSE
Diffusion_brain_MRI	INI25703	WA OD in tract uncinate fasciculus (R)	gaussian	0.000336555787374744	0.0183813605957797	0.0179349746732055	-0.000446385922574153	240	0.535519841267513	FALSE
Mental_health	INI20442	Lifetime # of depressed periods	gaussian	6.23907170165361e-07	1.09324485594897e-05	6.11792072124865e-06	-4.81452783824109e-06	21	0.536229106912332	FALSE
Diffusion_brain_MRI	INI25377	Mean ICVF in external capsule on FA skeleton (L)	gaussian	0.0128870739797558	0.102393869945912	0.116347896445648	0.0139540264997354	724	0.536502582819402	FALSE
Disease_outcome	HC163	Scleroderma/systemic sclerosis	binomial	0.521309436819771	0.695047881655989	0.695626389824942	0.000578508168953107	1	0.536777180905631	FALSE
Digestive_health	INI21044	Ave. # of times bowels opened per day	gaussian	0.00204444973948787	0.00159735880132268	0.00361079647656585	0.00201343767524316	845	0.537279760482894	FALSE
Diffusion_brain_MRI	INI25666	WA ICVF in tract middle cerebellar peduncle	gaussian	0.00375098987986794	0.0162523312904304	0.0199315741315584	0.00367924284112802	512	0.538233050251849	FALSE
Diffusion_brain_MRI	INI25543	WA MO in tract acoustic radiation (R)	gaussian	1.41126054956399e-06	1.17308893410235e-05	6.1051474180254e-06	-5.62574192299806e-06	19	0.538363577215778	FALSE
Diffusion_brain_MRI	INI25353	Mean ICVF in medial lemniscus on FA skeleton (L)	gaussian	0.00522446056302939	0.055082535461154	0.0597047944846747	0.0046222590235207	246	0.540542395894337	FALSE
Mental_health	BIN20428	Professional informed about anxiety	binomial	0.492484676543635	0.541067452877696	0.533227326749344	-0.00784012612835117	142	0.541124536024358	FALSE
T1_structural_brain_MRI	INI25892	Vol. of grey matter in Brain-Stem	gaussian	0.010669992486946	0.12771100674679	0.13696843047215	0.00925742372536009	632	0.544618358831755	FALSE
T1_structural_brain_MRI	INI25019	Vol. of hippocampus (L)	gaussian	0.00916950784095237	0.105875711996662	0.113869021222389	0.00799330922572761	442	0.544718099531935	FALSE
Diffusion_brain_MRI	INI25724	WA ISOVF in tract posterior thalamic radiation (R)	gaussian	0.00349777292463957	0.114698465081411	0.117759691418901	0.00306122633749047	72	0.546491346099171	FALSE
Disease_outcome	HC395	Bladder problem (not cancer)	binomial	0.490177879982636	0.629951023761587	0.629408785358361	-0.000542238403225981	3	0.549375708234177	FALSE
Disease_outcome	HC617	TTE other aplastic anaemias	binomial	0.511646719985893	0.606046027317422	0.606068373424033	2.23461066110042e-05	1	0.550769703166593	FALSE
Diffusion_brain_MRI	INI25506	WA FA in tract medial lemniscus (R)	gaussian	0.000289019007157814	0.0411320676784649	0.0413680641579495	0.000235996479484614	12	0.551834427409012	FALSE
Disease_outcome	HC1064	TTE disorders of tooth development and eruption	binomial	0.480643777518799	0.496958995222952	0.489458779389416	-0.00750021583353616	10	0.55273957674598	FALSE
Hearing_test	INI20021	Speech-reception-threshold (SRT) estimate (R)	gaussian	2.23293613342458e-05	0.0393850882447409	0.0393884100700134	3.32182527257308e-06	3	0.553227169737735	FALSE
Blood_assays	INI30090	Platelet crit	gaussian	0.161406839625877	0.0870622550363984	0.24749000617118	0.160427751134782	20910	0.557610187611132	FALSE
Diffusion_brain_MRI	INI25719	WA ISOVF in tract inferior longitudinal fasciculus (R)	gaussian	0.0263869922611224	0.0823510194493858	0.105268635792489	0.0229176163431034	1688	0.557916799587021	FALSE
Mental_health	BIN20496	Mania needed treatment or caused problems with work, relationships, finances, the law, or other aspects of life	binomial	0.503667224340554	0.559562445411998	0.559583986727597	2.15413155991717e-05	2	0.560952798088558	FALSE
Disease_outcome	HC418	Cervical spondylosis	binomial	0.50398585336374	0.645508252096092	0.645921412695664	0.000413160599572637	33	0.561067517878639	FALSE
Anthropometry	INI12144	Height	gaussian	0.0514089419935655	0.54826029272235	0.598519546877512	0.0502592541551611	3166	0.563248343723863	FALSE
Disease_outcome	HC550	TTE viral conjunctivitis	binomial	0.52996524532277	0.475889329040558	0.487972483098675	0.0120831540581167	2	0.564377408157221	FALSE
Digestive_health	BIN21075	Bloody diarrhoea when IBS symptoms first began	binomial	0.472490725377976	0.581159933632854	0.581276448984916	0.000116515352062585	3	0.564410585744593	FALSE
T1_structural_brain_MRI	INI25813	Vol. of grey matter in Inferior Temporal Gyrus, temporooccipital part (R)	gaussian	0.00279702814825165	0.128285806775745	0.130255669593591	0.00196986281784528	84	0.565007628889057	FALSE
Disease_outcome	HC167	Raynaud's phenomenon/disease	binomial	0.481883121496609	0.609248828936492	0.608812742542381	-0.000436086394110968	1	0.567714473771638	FALSE
Disease_outcome	HC831	TTE inflammatory polyneuropathy	binomial	0.485455952327918	0.586387087467473	0.586385319634793	-1.76783268035496e-06	1	0.567768731451843	FALSE
Disease_outcome	HC1240	TTE spinal osteochondrosis	binomial	0.530783631157502	0.608154074609647	0.612832177688478	0.00467810307883054	1	0.568204094982044	FALSE
Disease_outcome	HC830	TTE hereditary and idiopathic neuropathy	binomial	0.464430681552361	0.602084925444261	0.598887821367545	-0.00319710407671647	2	0.568304432444289	FALSE
Disease_outcome	HC537	TTE acute hepatitis a	binomial	0.51515035036739	0.545276717424679	0.543211122627692	-0.00206559479698742	8	0.569297404793499	FALSE
Disease_outcome	HC1389	TTE maternal care for other conditions predominantly related to pregnancy	binomial	0.493146710983595	0.946874715833561	0.946811219290599	-6.3496542962227e-05	2	0.569322286062183	FALSE
Diffusion_brain_MRI	INI25729	WA ISOVF in tract uncinate fasciculus (L)	gaussian	0.0108700671902281	0.0449221766300736	0.0545473374069309	0.00962516077685731	385	0.569504819103575	FALSE
Diffusion_brain_MRI	INI25356	Mean ICVF in superior cerebellar peduncle on FA skeleton (R)	gaussian	0.0215146163013126	0.0600907601739794	0.0805984761020926	0.0205077159281132	1420	0.57022276252471	FALSE
Health_and_medical_history	INI3627	Age angina diagnosed	gaussian	5.76926367970629e-05	0.17816636109787	0.178309805851506	0.000143444753635535	5	0.571349004302117	FALSE
Disease_outcome	HC449	TTE other salmonella infections	binomial	0.484088989390712	0.542763974693773	0.539424829846098	-0.00333914484767417	8	0.572901673794891	FALSE
Disease_outcome	HC445	Oesophageal varicies	binomial	0.514766718557171	0.652091491024739	0.647999069845514	-0.00409242117922537	13	0.57293414145758	FALSE
DXA_assessment	INI23313	Arm bone area (L)	gaussian	0.000220631898740368	0.63288949827713	0.632432418201689	-0.000457080075440985	21	0.573362773636158	FALSE
T1_structural_brain_MRI	INI25786	Vol. of grey matter in Superior Frontal Gyrus (L)	gaussian	0.00752752518675347	0.105681472893626	0.112183181233005	0.00650170833937921	1049	0.575094667996935	FALSE
Disease_outcome	HC257	Femoral hernia	binomial	0.514058860966871	0.627080205715399	0.623398685741169	-0.00368151997422994	37	0.575402360661491	FALSE
Disease_outcome	HC1014	TTE bacterial pneumonia, not elsewhere classified	binomial	0.482995936376574	0.594183017368997	0.593516377374032	-0.00066663999496519	2	0.576232992904189	FALSE
T1_structural_brain_MRI	INI25880	Vol. of grey matter in Caudate (L)	gaussian	0.000199625756518885	0.0473835544020793	0.0471670142547769	-0.000216540147302477	6	0.579519088415963	FALSE
Cognitive_function	BIN_FC10020173	FI5 : family relationship calculation	binomial	0.497595522729862	0.550846318597014	0.550192962248292	-0.000653356348721546	18	0.580425826603696	FALSE
Disease_outcome	HC346	Fibromyalgia	binomial	0.509443952903619	0.721063428163841	0.721752493214503	0.000689065050662463	19	0.581678781755723	FALSE
Disease_outcome	HC1119	TTE hepatic failure, not elsewhere classified	binomial	0.494938767708571	0.644412517774814	0.643583894675596	-0.000828623099217607	8	0.584665653053201	FALSE
Disease_outcome	HC33	Spinal cord disorder	binomial	0.507191917189587	0.488054021702856	0.499374908696897	0.0113208869940408	59	0.586235774890751	FALSE
Disease_outcome	HC1049	TTE adult respiratory distress syndrome	binomial	0.53093489175256	0.578031858495584	0.579556647153699	0.00152478865811467	1	0.588057130768597	FALSE
Disease_outcome	HC818	TTE vascular syndromes of brain in cerebrovascular diseases	binomial	0.463856219494369	0.708820901378677	0.69986580544763	-0.00895509593104748	1	0.590920148961835	FALSE
Diffusion_brain_MRI	INI25698	WA OD in tract superior longitudinal fasciculus (L)	gaussian	0.0109835944616935	0.0218646242424735	0.0319714372753181	0.0101068130328446	1298	0.591035583990632	FALSE
Disease_outcome	HC408	Polio / poliomyelitis	binomial	0.480906154336193	0.625695624372946	0.61256474884111	-0.0131308755318366	65	0.591564324521363	FALSE
DXA_assessment	INI23314	Arm bone area (R)	gaussian	2.61489623972375e-05	0.648758741922352	0.647828312302095	-0.000930429620257134	14	0.591780211081593	FALSE
Mental_health	INI20498	Felt very upset when reminded of stressful experience in past month	gaussian	2.27076453971654e-06	0.0241285601652487	0.0241317752633043	3.21509805562351e-06	2	0.59362647290513	FALSE
Health_and_medical_history	BIN_FC20005441	Which eye(s) are affected by cataract (Left eye)	binomial	0.5009894443357	0.534748712170762	0.525864003322814	-0.00888470884794779	80	0.593994842580046	FALSE
Diffusion_brain_MRI	INI25081	Mean FA in superior corona radiata on FA skeleton (L)	gaussian	0.0147566735529105	0.059048289681954	0.0730465758949709	0.0139982862130168	821	0.595910523710535	FALSE
Diffusion_brain_MRI	INI25667	WA ICVF in tract medial lemniscus (L)	gaussian	0.0140224238010992	0.0476384521342286	0.0620642988771725	0.0144258467429439	663	0.597087050723655	FALSE
Diffusion_brain_MRI	INI25562	WA MO in tract posterior thalamic radiation (R)	gaussian	0.00699119845344667	0.0370828578703821	0.0441059082340267	0.00702305036364458	342	0.597303672245406	FALSE
Health_and_medical_history	BIN_FC10005855	Which eye(s) affected by astigmatism (Right eye)	binomial	0.50593100322277	0.52151079823203	0.521753698811956	0.000242900579926042	3	0.598160255468352	FALSE
Diffusion_brain_MRI	INI25639	WA L3 in tract middle cerebellar peduncle	gaussian	0.00140996377174709	0.0435177764398039	0.0445695861511129	0.00105180971130898	185	0.598435718146567	FALSE
Disease_outcome	HC941	TTE other acute ischaemic heart diseases	binomial	0.486331059019487	0.715231456914273	0.713888245769352	-0.00134321114492164	18	0.598584676556271	FALSE
Diffusion_brain_MRI	INI25584	WA L1 in tract inferior longitudinal fasciculus (R)	gaussian	0.00402849703699084	0.0853172476398673	0.0904200314639936	0.00510278382412639	316	0.598727600932028	FALSE
Disease_outcome	HC992	TTE oesophageal varices	binomial	0.511586927896507	0.657989838113597	0.653211203005398	-0.00477863510819931	13	0.599837412883135	FALSE
Diffusion_brain_MRI	INI25495	WA FA in tract parahippocampal part of cingulum (R)	gaussian	0.000381513283145621	0.0358235235033353	0.0362002140004587	0.000376690497123369	43	0.600915097956302	FALSE
Diffusion_brain_MRI	INI25512	WA FA in tract superior thalamic radiation (R)	gaussian	0.00151976788914849	0.0258683018246059	0.0261304083081654	0.000262106483559493	2	0.602426312254426	FALSE
Mental_health	INI20454	Maximum frequency of taking cannabis	gaussian	1.82823406218916e-09	0.0132484022374381	0.0131950332961526	-5.33689412854418e-05	1	0.602945447295238	FALSE
Diffusion_brain_MRI	INI25655	WA ICVF in tract cingulate gyrus part of cingulum (R)	gaussian	0.0293356668228797	0.0663296630738104	0.096011211771235	0.0296815486974246	998	0.604477171657132	FALSE
Diffusion_brain_MRI	INI25066	Mean FA in inferior cerebellar peduncle on FA skeleton (R)	gaussian	0.00504213249213359	0.0526222405775334	0.0572051138472903	0.00458287326975685	946	0.607683370749445	FALSE
Health_and_medical_history	INI4814	Tinnitus severity/nuisance	gaussian	0.000573364282525805	0.00766235045589257	0.00808977250134663	0.000427422045454059	25	0.60797203278451	FALSE
Bone-densitometry_of_heel	BIN4093	Fractured heel (L)	binomial	0.480096660890624	0.509246759627894	0.506087291605723	-0.00315946802217126	2	0.608061495529431	FALSE
Disease_outcome	HC63	Pituitary adenoma/tumour	binomial	0.479421135866108	0.510218348033354	0.508956442730905	-0.00126190530244874	1	0.609801155611516	FALSE
Diffusion_brain_MRI	INI25379	Mean ICVF in cingulum cingulate gyrus on FA skeleton (L)	gaussian	0.0485857460885979	0.0907386782424801	0.140723537425924	0.0499848591834439	1929	0.611498075665189	FALSE
Disease_outcome	HC452	TTE other bacterial foodborne intoxications	binomial	0.512622476865293	0.601128246739777	0.598158785761547	-0.00296946097822981	32	0.612602762210251	FALSE
Mental_health	BIN_FC20020526	Been in a serious accident believed to be life-threatening not within the last 12 months	binomial	0.503162881887671	0.619807687081599	0.619858275681306	5.05885997066358e-05	2	0.613563291226565	FALSE
Diffusion_brain_MRI	INI25581	WA L1 in tract inferior fronto-occipital fasciculus (L)	gaussian	0.00563871994826518	0.0785818639132801	0.0833641864516964	0.00478232253841626	547	0.614419517414563	FALSE
Diffusion_brain_MRI	INI25497	WA FA in tract corticospinal tract (R)	gaussian	0.00493074241936131	0.0453932705505088	0.0482617573734	0.0028684868228912	60	0.614987707262064	FALSE
Diffusion_brain_MRI	INI25716	WA ISOVF in tract inferior fronto-occipital fasciculus (L)	gaussian	0.0221624717166866	0.0500392642963963	0.0713197822542418	0.0212805179578455	1080	0.615095433118172	FALSE
Disease_outcome	HC298	Chronic sinusitis	binomial	0.494881959889821	0.524971871322515	0.524121090173461	-0.000850781149053681	4	0.615482274803989	FALSE
Task_functional_brain_MRI	INI25050	Median z-stat. (in group-defined mask) for faces-shapes contrast	gaussian	2.72538069653552e-05	0.047938237343779	0.0479057645932404	-3.24727505385397e-05	2	0.6156047081043	FALSE
Disease_outcome	HC1012	TTE pneumonia due to streptococcus pneumoniae	binomial	0.490543954955719	0.5908530685002	0.58757957728561	-0.00327349121458997	6	0.616322855063952	FALSE
Lifestyle_and_environment	BIN_FC20002877	Type of tobacco previously smoked (hand-rolled cigarettes)	binomial	0.493802682573324	0.674256536916626	0.674115989701365	-0.000140547215261022	7	0.618625225765318	FALSE
Blood_assays	BIN23051	HSV-2 seropositivity for Herpes Simplex virus-2	binomial	0.513133225498125	0.525209543415925	0.52155631938828	-0.00365322402764434	212	0.619145659994663	FALSE
Disease_outcome	HC157	Jaundice (unknown cause)	binomial	0.520810028417293	0.56727198508168	0.571003675844638	0.00373169076295876	97	0.620805494982083	FALSE
Blood_assays	BIN23065	BKV seropositivity for Human Polyomavirus BKV	binomial	0.514341052453325	0.594820287032725	0.596312603192075	0.00149231615934975	7	0.621219806614725	FALSE
Disease_outcome	HC324	Obsessive compulsive disorder (ocd)	binomial	0.45891600606954	0.596559738037102	0.595022087140642	-0.0015376508964593	3	0.625522144491764	FALSE
Diffusion_brain_MRI	INI25475	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (L)	gaussian	0.00529846828414038	0.00191122992119268	0.00585215737655222	0.00394092745535955	114	0.625588142261483	FALSE
Task_functional_brain_MRI	INI25763	90%ile of BOLD effect (in group-defined mask) for faces activation	gaussian	0.000190093340231238	0.0114284977007533	0.0114705730554163	4.20753546629803e-05	2	0.626594850834066	FALSE
cancer	cancer1074	Acute myeloid leukaemia	binomial	0.489617605206917	0.600257085460257	0.597160719420814	-0.00309636603944263	3	0.62838801947542	FALSE
Blood_assays	BIN23055	HHV-6 overall seropositivity for Human Herpesvirus-6	binomial	0.478095952023988	0.494377811094453	0.494197901049475	-0.000179910044977583	30	0.628713814160381	FALSE
Disease_outcome	HC128	Peripheral nerve disorder	binomial	0.510172634794307	0.521810764287052	0.526061260405595	0.00425049611854289	250	0.629633381786056	FALSE
Diffusion_brain_MRI	INI25491	WA FA in tract anterior thalamic radiation (R)	gaussian	0.00759365440896648	0.0497035984327809	0.0572940941982456	0.00759049576546472	726	0.630285015520154	FALSE
Health_and_medical_history	BIN3616	Chest pain due to walking ceases when standing still	binomial	0.492323740932427	0.614010655913756	0.613893305758212	-0.00011735015554315	4	0.632518532467838	FALSE
Task_functional_brain_MRI	INI25761	90%ile of BOLD effect (in group-defined mask) for shapes activation	gaussian	7.89120182554866e-08	0.0182084652445822	0.0181999880463675	-8.47719821478118e-06	3	0.632721519004029	FALSE
Disease_outcome	HC348	Bell's palsy/facial nerve palsy	binomial	0.480066848816954	0.493090114162453	0.483151873201407	-0.00993824096104579	91	0.634203572815157	FALSE
Disease_outcome	HC517	TTE viral meningitis	binomial	0.514107417093269	0.618284124275242	0.618466910140509	0.000182785865266211	7	0.634871087400308	FALSE
Lifestyle_and_environment	BIN_FC40002654	Non-butter spread type: Polyunsaturated/sunflower oil based spread (eg: Flora)	binomial	0.498856802356915	0.527375296552453	0.527342860560028	-3.24359924247508e-05	1	0.635510394509795	FALSE
Mental_health	INI20517	Trouble falling or staying asleep, or sleeping too much	gaussian	0.000310928097090164	0.0195489732154135	0.0198798177233697	0.000330844507956122	185	0.636010996412349	FALSE
Death_register	INI40007	Age at death	gaussian	0.000538919554060998	0.867598625285183	0.86758110734347	-1.75179417125637e-05	6	0.636021640652252	FALSE
Mental_health	BIN_FC30020492	Longest period of mania or irritability a week or more	binomial	0.508353122000388	0.525417265336467	0.521536081503257	-0.00388118383320957	228	0.636399171725003	FALSE
Disease_outcome	HC1033	TTE unspecified chronic bronchitis	binomial	0.484048947138512	0.667119689299181	0.666256606954847	-0.000863082344334187	3	0.636437886268759	FALSE
Eye_measures	INI5089	Astigmatism angle (L)	gaussian	0.000437924702710355	0.00380401794500491	0.00419638674057681	0.000392368795571903	44	0.636980717422727	FALSE
DXA_assessment	INI23212	Femur total BMD (bone mineral density) (R)	gaussian	0.00147415756149293	0.18640013564444	0.186714148683847	0.000314013039407091	2	0.639052438878627	FALSE
Disease_outcome	HC840	TTE hemiplegia	binomial	0.502581236679724	0.603103264330883	0.597534604313113	-0.00556866001777023	211	0.640056898837738	FALSE
Mental_health	BIN_FC30020537	Often has difficulty controlling worry during worst period of anxiety	binomial	0.500026393800706	0.544136849039594	0.543644944872062	-0.000491904167531976	21	0.640737834629161	FALSE
Mental_health	BIN_FC20020487	Rarely Felt hated by family member as a child	binomial	0.502365918472173	0.592389303888977	0.592411138140806	2.18342518288894e-05	1	0.643287263663772	FALSE
Disease_outcome	HC135	Anxiety/panic attacks	binomial	0.502683715322688	0.582935709120843	0.581354220635315	-0.00158148848552753	112	0.643884501167013	FALSE
DXA_assessment	INI23273	Leg total mass (R)	gaussian	0.00111574377213942	0.173004011429901	0.169007513191651	-0.00399649823824988	77	0.644188748005517	FALSE
DXA_assessment	INI23272	Leg tissue fat % (R)	gaussian	0.00414309252222432	0.623719543916003	0.624618184264262	0.00089864034825915	9	0.644592899935027	FALSE
Diffusion_brain_MRI	INI25469	Mean ISOVF in posterior thalamic radiation on FA skeleton (L)	gaussian	0.00712134804252922	0.0494378934679074	0.0560087627490946	0.00657086928118726	554	0.646558467473097	FALSE
Diffusion_brain_MRI	INI25516	WA MD in tract acoustic radiation (R)	gaussian	0.0041808583579494	0.0353451259907057	0.0390531743770893	0.00370804838638363	315	0.647619104195635	FALSE
Diffusion_brain_MRI	INI25080	Mean FA in superior corona radiata on FA skeleton (R)	gaussian	0.0139230469127839	0.0531318828445907	0.0672308168761454	0.0140989340315547	1238	0.651115927887541	FALSE
Disease_outcome	HC123	Muscle/soft tissue problem	binomial	0.492777604239733	0.548587247424936	0.545405774581091	-0.0031814728438454	27	0.653518407238268	FALSE
Diffusion_brain_MRI	INI25692	WA OD in tract inferior longitudinal fasciculus (R)	gaussian	0.00400904424713149	0.0192044092080392	0.0233558151321179	0.00415140592407869	378	0.653565006712525	FALSE
Disease_outcome	HC859	TTE disorders of lachrymal system and orbit in diseases classified elsewhere	binomial	0.461186484682097	0.671697945256301	0.638629181811257	-0.0330687634450443	122	0.654166495446145	FALSE
Mental_health	INI20440	Impact on normal roles during worst period of depression	gaussian	1.90705734729843e-06	0.010362214840247	0.0103623545832729	1.39743025942551e-07	1	0.658443607839811	FALSE
Diffusion_brain_MRI	INI25452	Mean ISOVF in superior cerebellar peduncle on FA skeleton (R)	gaussian	0.00620921187790278	0.0350218211164395	0.0411925082966337	0.00617068718019413	666	0.659336356970014	FALSE
Blood_assays	BIN23059	KSHV seropositivity for Kaposi's Sarcoma-Associated Herpesvirus	binomial	0.520255369051161	0.539933138466385	0.541184604344249	0.00125146587786462	8	0.660101641481987	FALSE
Disease_outcome	HC1552	TTE congenital malformations of spine and bony thorax	binomial	0.488120756470956	0.550608313783517	0.545345525616537	-0.00526278816698012	10	0.661179665482137	FALSE
Diffusion_brain_MRI	INI25689	WA OD in tract inferior fronto-occipital fasciculus (L)	gaussian	0.000920092699407975	0.0108644803207678	0.0100934559245885	-0.000771024396179357	462	0.661238682126887	FALSE
Diffusion_brain_MRI	INI25652	WA ICVF in tract anterior thalamic radiation (L)	gaussian	0.0265417206119971	0.117843790673107	0.142800444710919	0.0249566540378116	817	0.662482797947309	FALSE
Diffusion_brain_MRI	INI25457	Mean ISOVF in anterior limb of internal capsule on FA skeleton (L)	gaussian	0.00268646427409136	0.0750491413933276	0.0776228344505012	0.00257369305717356	166	0.662756923663326	FALSE
Disease_outcome	HC256	Fracture toe	binomial	0.512875509866447	0.605256605770129	0.605065541136418	-0.000191064633711324	1	0.663980221176535	FALSE
cancer	cancer1005	Salivary gland cancer	binomial	0.515911608630977	0.616350894892459	0.619638432663999	0.00328753777154012	35	0.665301764426982	FALSE
Mental_health	BIN_FC10020488	Never Physically abused by family as a child	binomial	0.49839390243129	0.578831066792661	0.578792141343633	-3.89254490286151e-05	1	0.665854404990335	FALSE
Diffusion_brain_MRI	INI25061	Mean FA in fornix on FA skeleton	gaussian	0.00731936013452315	0.25980070592373	0.268024579917507	0.00822387399377711	836	0.666706292860656	FALSE
Lifestyle_and_environment	BIN_FC10002877	Type of tobacco previously smoked (manufactured cigarettes)	binomial	0.506185632728858	0.688496588156984	0.687561985818892	-0.000934602338091284	316	0.666814451041717	FALSE
Disease_outcome	HC842	TTE other paralytic syndromes	binomial	0.510833135088789	0.545618813265712	0.546435244481598	0.000816431215886038	1	0.666963980493899	FALSE
Diffusion_brain_MRI	INI25440	Mean ISOVF in middle cerebellar peduncle on FA skeleton	gaussian	4.89205977460782e-05	0.0169631175092768	0.0169579060301386	-5.21147913812997e-06	5	0.667144460481723	FALSE
Blood_assays	INI23037	PorB antigen for Chlamydia trachomatis	gaussian	6.98990059026242e-05	0.000331485338628919	0.00023674525061958	-9.47400880093391e-05	8	0.668259352951415	FALSE
Diffusion_brain_MRI	INI25604	WA L2 in tract corticospinal tract (L)	gaussian	0.00288856786063967	0.0241758122073476	0.0269593916356978	0.00278357942835023	150	0.671573349689423	FALSE
Disease_outcome	HC102	Vertigo	binomial	0.492636999033301	0.596432448509233	0.586516469625822	-0.00991597888341034	98	0.674035259294166	FALSE
Hospital_inpatient	BIN41215	Detention categories	binomial	0.503633943986189	0.620684346825235	0.621252158066368	0.000567811241133587	7	0.674603450565184	FALSE
DXA_assessment	INI23257	Arms fat mass	gaussian	3.62567397136564e-06	0.070847833818304	0.0705954863032493	-0.000252347515054707	1	0.674612539997264	FALSE
Diffusion_brain_MRI	INI25460	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (R)	gaussian	0.0012838098981412	0.0408014837920627	0.0420661231410728	0.00126463934901008	134	0.675572475330604	FALSE
Disease_outcome	HC1050	TTE pulmonary oedema	binomial	0.486881437268694	0.666985999225489	0.66698599922548	-8.54871728961371e-15	1	0.676471856369167	FALSE
Disease_outcome	HC1167	TTE other erythematous conditions	binomial	0.491780224398723	0.551806767305881	0.544678495992662	-0.00712827131321903	83	0.678365559764482	FALSE
ECG_at_rest,_12-lead	INI12338	P duration	gaussian	0.00305099704843766	0.0115035323987141	0.0144464495347044	0.0029429171359903	107	0.67882316196276	FALSE
T1_structural_brain_MRI	INI25805	Vol. of grey matter in Middle Temporal Gyrus, posterior division (R)	gaussian	0.00633749820523855	0.0990417618676531	0.103605057472128	0.00456329560447523	1076	0.67967153569438	FALSE
Mental_health	BIN_FC100020544	Bulimia nervosa diagnosed by  a professional	binomial	0.489495791482736	0.842583312045273	0.841746571274563	-0.000836740770709943	6	0.680159661189313	FALSE
Digestive_health	INI21047	# of weeks (in the last year) at work suffering because of IBS	gaussian	8.38333458783257e-05	0.0149465896899725	0.0144565949210231	-0.000489994768949389	6	0.680975914031479	FALSE
T1_structural_brain_MRI	INI25001	Vol. of peripheral cortical grey matter (normalised for head size)	gaussian	0.00844033184757265	0.402539534651294	0.410492984788121	0.0079534501368268	1112	0.682658346852437	FALSE
Diffusion_brain_MRI	INI25075	Mean FA in posterior limb of internal capsule on FA skeleton (L)	gaussian	0.0185676856409003	0.0102003529577627	0.0279958301545763	0.0177954771968135	1796	0.685380125226276	FALSE
Disease_outcome	HC1001	TTE acute nasopharyngitis [common cold]	binomial	0.501815303229146	0.573381671086283	0.573506977313462	0.000125306227178212	5	0.686805583326636	FALSE
Disease_outcome	HC1120	TTE chronic hepatitis, not elsewhere classified	binomial	0.576875648908801	0.529589596035997	0.53911294771897	0.00952335168297358	5	0.68747837105103	FALSE
Biomarkers	INI10030860	Total protein	gaussian	0.0976479746283176	1.35131855671292e-06	0.0976899111831784	0.0976885598646217	15886	0.688243425567165	FALSE
Diffusion_brain_MRI	INI25447	Mean ISOVF in corticospinal tract on FA skeleton (L)	gaussian	0.00157241807423895	0.00144485182828305	0.00241511160835321	0.000970259780070153	35	0.690173928671593	FALSE
Disease_outcome	HC451	TTE other bacterial intestinal infections	binomial	0.505196514045784	0.567900932498293	0.568031910926059	0.000130978427765993	1	0.693262343791656	FALSE
Disease_outcome	HC1056	TTE pleural effusion in conditions classified elsewhere	binomial	0.501778998144712	0.696939220779541	0.698129573284233	0.00119035250469257	6	0.693525030399483	FALSE
Diffusion_brain_MRI	INI25687	WA OD in tract forceps major	gaussian	0.00285323022818621	0.035839819441988	0.0387663199973594	0.00292650055537139	308	0.693701555830765	FALSE
Disease_outcome	HC35	Sick sinus syndrome	binomial	0.510148012031947	0.692863568596525	0.693084359388071	0.000220790791546466	33	0.695518774680496	FALSE
Digestive_health	INI21025	Freq. of discomfort/pain in abdomen in last 3 months	gaussian	0.000952850592137058	0.0303747248260969	0.0312843040994832	0.000909579273386335	256	0.697533171027357	FALSE
Diffusion_brain_MRI	INI25560	WA MO in tract medial lemniscus (R)	gaussian	0.00455747017972056	0.0180632282154424	0.0221308179229558	0.00406758970751335	258	0.699127835173266	FALSE
Diffusion_brain_MRI	INI25653	WA ICVF in tract anterior thalamic radiation (R)	gaussian	0.0248073310239777	0.121362066626369	0.144673219309222	0.0233111526828535	791	0.699318925841492	FALSE
Disease_outcome	HC1122	TTE other inflammatory liver diseases	binomial	0.510639432326415	0.534385991924272	0.531762194085498	-0.00262379783877387	32	0.700966280461954	FALSE
Eye_measures	INI5117	6mm cylindrical power (R)	gaussian	0.000410988233008485	0.000568272488110834	0.000975325977440366	0.000407053489329532	26	0.701869374553126	FALSE
Blood_assays	BIN23075	HPV 16 Definition II seropositivity for Human Papillomavirus type-16	binomial	0.475795918367347	0.478808163265307	0.467591836734694	-0.0112163265306126	8	0.70198325906477	FALSE
T1_structural_brain_MRI	INI25806	Vol. of grey matter in Middle Temporal Gyrus, temporooccipital part (L)	gaussian	0.00173697891362481	0.0320424481927625	0.0339946452012246	0.00195219700846213	369	0.705464352096498	FALSE
ECG_at_rest,_12-lead	INI22333	RR interval	gaussian	0.00331158531229932	0.0143789283330894	0.017067331374751	0.0026884030416616	101	0.706424653479488	FALSE
DXA_assessment	INI23277	Legs total mass	gaussian	0.000528179463514346	0.169325210122324	0.162550480782802	-0.00677472933952203	95	0.706967406382121	FALSE
