#associated_score_name	study_stage	sample_set	n	case_n	control_n	broad_ancestral_category	country_of_recruitment	additional_ancestry_description	cohort	additional_sample_cohort_information
GBE_HC708	Testing	HC708_non_british_white	24905	41	24864	European	UK	non-white British ancestry	UKB	
GBE_HC708	Testing	HC708_s_asian	7831	26	7805	South Asian	UK		UKB	
GBE_HC708	Testing	HC708_african	6497	17	6480	African unspecified	UK		UKB	
GBE_HC807	Score development		269704	601	269103	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC807	Testing	HC807_test	67425	153	67272	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC807	Testing	HC807_non_british_white	24905	47	24858	European	UK	non-white British ancestry	UKB	
GBE_HC807	Testing	HC807_s_asian	7831	13	7818	South Asian	UK		UKB	
GBE_HC807	Testing	HC807_african	6497	11	6486	African unspecified	UK		UKB	
GBE_HC807	Testing	HC807_e_asian	1704	1	1703	East Asian	UK		UKB	
GBE_HC1221	Score development		269704	10909	258795	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1221	Testing	HC1221_test	67425	2783	64642	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1221	Testing	HC1221_non_british_white	24905	779	24126	European	UK	non-white British ancestry	UKB	
GBE_HC1221	Testing	HC1221_african	6497	85	6412	African unspecified	UK		UKB	
GBE_HC1221	Testing	HC1221_s_asian	7831	74	7757	South Asian	UK		UKB	
GBE_HC1221	Testing	HC1221_e_asian	1704	16	1688	East Asian	UK		UKB	
GBE_HC1584	Score development		269704	538	269166	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1584	Testing	HC1584_test	67425	134	67291	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1584	Testing	HC1584_non_british_white	24905	45	24860	European	UK	non-white British ancestry	UKB	
GBE_HC1584	Testing	HC1584_african	6497	11	6486	African unspecified	UK		UKB	
GBE_HC1584	Testing	HC1584_s_asian	7831	11	7820	South Asian	UK		UKB	
GBE_HC1584	Testing	HC1584_e_asian	1704	1	1703	East Asian	UK		UKB	
GBE_HC1098	Score development		269704	24580	245124	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1098	Testing	HC1098_test	67425	6042	61383	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1098	Testing	HC1098_non_british_white	24905	1957	22948	European	UK	non-white British ancestry	UKB	
GBE_HC1098	Testing	HC1098_s_asian	7831	606	7225	South Asian	UK		UKB	
GBE_HC1098	Testing	HC1098_african	6497	329	6168	African unspecified	UK		UKB	
GBE_HC1098	Testing	HC1098_e_asian	1704	59	1645	East Asian	UK		UKB	
GBE_BIN_FC30006164	Score development		150621	134747	15874	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC30006164	Testing	BIN_FC30006164_test	37995	34031	3964	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC30006164	Testing	BIN_FC30006164_non_british_white	14151	12417	1734	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC30006164	Testing	BIN_FC30006164_s_asian	3751	2623	1128	South Asian	UK		UKB	
GBE_BIN_FC30006164	Testing	BIN_FC30006164_african	3437	2279	1158	African unspecified	UK		UKB	
GBE_BIN_FC30006164	Testing	BIN_FC30006164_e_asian	925	728	197	East Asian	UK		UKB	
GBE_HC22	Score development		269704	8654	261050	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC22	Testing	HC22_test	67425	2151	65274	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC22	Testing	HC22_non_british_white	24905	932	23973	European	UK	non-white British ancestry	UKB	
GBE_HC22	Testing	HC22_s_asian	7831	195	7636	South Asian	UK		UKB	
GBE_HC22	Testing	HC22_african	6497	92	6405	African unspecified	UK		UKB	
GBE_HC22	Testing	HC22_e_asian	1704	24	1680	East Asian	UK		UKB	
GBE_BIN_FC10006160	Score development		269092	191160	77932	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC10006160	Testing	BIN_FC10006160_test	67254	47929	19325	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC10006160	Testing	BIN_FC10006160_non_british_white	24772	17791	6981	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC10006160	Testing	BIN_FC10006160_african	6383	4891	1492	African unspecified	UK		UKB	
GBE_BIN_FC10006160	Testing	BIN_FC10006160_s_asian	7477	4862	2615	South Asian	UK		UKB	
GBE_BIN_FC10006160	Testing	BIN_FC10006160_e_asian	1633	1018	615	East Asian	UK		UKB	
GBE_HC1583	Score development		269704	1419	268285	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1583	Testing	HC1583_test	67425	358	67067	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1583	Testing	HC1583_non_british_white	24905	141	24764	European	UK	non-white British ancestry	UKB	
GBE_HC1583	Testing	HC1583_african	6497	45	6452	African unspecified	UK		UKB	
GBE_HC1583	Testing	HC1583_s_asian	7831	34	7797	South Asian	UK		UKB	
GBE_HC1583	Testing	HC1583_e_asian	1704	2	1702	East Asian	UK		UKB	
GBE_BIN_FC6001747	Score development		269201	3472	265729	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC6001747	Testing	BIN_FC6001747_test	67286	856	66430	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC6001747	Testing	BIN_FC6001747_non_british_white	24865	314	24551	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC6001747	Testing	BIN_FC6001747_s_asian	7652	76	7576	South Asian	UK		UKB	
GBE_BIN_FC6001747	Testing	BIN_FC6001747_african	6395	55	6340	African unspecified	UK		UKB	
GBE_BIN_FC6001747	Testing	BIN_FC6001747_e_asian	1668	8	1660	East Asian	UK		UKB	
GBE_HC95	Score development		269704	3324	266380	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC95	Testing	HC95_test	67425	892	66533	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC95	Testing	HC95_non_british_white	24905	284	24621	European	UK	non-white British ancestry	UKB	
GBE_HC95	Testing	HC95_s_asian	7831	125	7706	South Asian	UK		UKB	
GBE_HC95	Testing	HC95_african	6497	36	6461	African unspecified	UK		UKB	
GBE_HC95	Testing	HC95_e_asian	1704	5	1699	East Asian	UK		UKB	
GBE_HC151	Score development		269704	1257	268447	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC151	Testing	HC151_test	67425	277	67148	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC151	Testing	HC151_non_british_white	24905	107	24798	European	UK	non-white British ancestry	UKB	
GBE_HC151	Testing	HC151_african	6497	11	6486	African unspecified	UK		UKB	
GBE_HC151	Testing	HC151_s_asian	7831	4	7827	South Asian	UK		UKB	
GBE_HC26	Score development		269704	146	269558	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC26	Testing	HC26_test	67425	40	67385	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC26	Testing	HC26_non_british_white	24905	14	24891	European	UK	non-white British ancestry	UKB	
GBE_HC26	Testing	HC26_s_asian	7831	4	7827	South Asian	UK		UKB	
GBE_HC26	Testing	HC26_african	6497	3	6494	African unspecified	UK		UKB	
GBE_HC872	Score development		269704	16426	253278	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC872	Testing	HC872_test	67425	4189	63236	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC872	Testing	HC872_non_british_white	24905	1448	23457	European	UK	non-white British ancestry	UKB	
GBE_HC872	Testing	HC872_s_asian	7831	986	6845	South Asian	UK		UKB	
GBE_HC872	Testing	HC872_african	6497	561	5936	African unspecified	UK		UKB	
GBE_HC872	Testing	HC872_e_asian	1704	115	1589	East Asian	UK		UKB	
GBE_HC810	Score development		269704	1327	268377	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC810	Testing	HC810_test	67425	302	67123	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC810	Testing	HC810_non_british_white	24905	115	24790	European	UK	non-white British ancestry	UKB	
GBE_HC810	Testing	HC810_african	6497	12	6485	African unspecified	UK		UKB	
GBE_HC810	Testing	HC810_s_asian	7831	5	7826	South Asian	UK		UKB	
GBE_HC810	Testing	HC810_e_asian	1704	1	1703	East Asian	UK		UKB	
GBE_BIN_FC20001757	Score development		248639	5058	243581	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC20001757	Testing	BIN_FC20001757_test	62155	1255	60900	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC20001757	Testing	BIN_FC20001757_non_british_white	23150	580	22570	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC20001757	Testing	BIN_FC20001757_s_asian	7175	379	6796	South Asian	UK		UKB	
GBE_BIN_FC20001757	Testing	BIN_FC20001757_african	6181	118	6063	African unspecified	UK		UKB	
GBE_BIN_FC20001757	Testing	BIN_FC20001757_e_asian	1592	40	1552	East Asian	UK		UKB	
GBE_BIN_FC3006144	Score development		269092	7799	261293	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC3006144	Testing	BIN_FC3006144_test	67271	1955	65316	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC3006144	Testing	BIN_FC3006144_non_british_white	24800	865	23935	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC3006144	Testing	BIN_FC3006144_african	6368	327	6041	African unspecified	UK		UKB	
GBE_BIN_FC3006144	Testing	BIN_FC3006144_s_asian	7539	287	7252	South Asian	UK		UKB	
GBE_BIN_FC3006144	Testing	BIN_FC3006144_e_asian	1653	55	1598	East Asian	UK		UKB	
GBE_HC261	Score development		269704	10381	259323	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC261	Testing	HC261_test	67425	2514	64911	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC261	Testing	HC261_non_british_white	24905	873	24032	European	UK	non-white British ancestry	UKB	
GBE_HC261	Testing	HC261_s_asian	7831	243	7588	South Asian	UK		UKB	
GBE_HC261	Testing	HC261_african	6497	157	6340	African unspecified	UK		UKB	
GBE_HC261	Testing	HC261_e_asian	1704	66	1638	East Asian	UK		UKB	
GBE_FH1002	Score development		269704	49873	219831	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_FH1002	Testing	FH1002_test	67425	12512	54913	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_FH1002	Testing	FH1002_non_british_white	24905	4521	20384	European	UK	non-white British ancestry	UKB	
GBE_FH1002	Testing	FH1002_s_asian	7831	966	6865	South Asian	UK		UKB	
GBE_FH1002	Testing	FH1002_african	6497	886	5611	African unspecified	UK		UKB	
GBE_FH1002	Testing	FH1002_e_asian	1704	205	1499	East Asian	UK		UKB	
GBE_BIN_FC50001468	Score development		227069	45742	181327	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC50001468	Testing	BIN_FC50001468_test	56841	11307	45534	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC50001468	Testing	BIN_FC50001468_non_british_white	18951	3166	15785	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC50001468	Testing	BIN_FC50001468_s_asian	5759	1476	4283	South Asian	UK		UKB	
GBE_BIN_FC50001468	Testing	BIN_FC50001468_african	4766	1053	3713	African unspecified	UK		UKB	
GBE_BIN_FC50001468	Testing	BIN_FC50001468_e_asian	988	218	770	East Asian	UK		UKB	
GBE_HC156	Score development		269704	4049	265655	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC156	Testing	HC156_test	67425	944	66481	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC156	Testing	HC156_non_british_white	24905	340	24565	European	UK	non-white British ancestry	UKB	
GBE_HC156	Testing	HC156_s_asian	7831	95	7736	South Asian	UK		UKB	
GBE_HC156	Testing	HC156_african	6497	40	6457	African unspecified	UK		UKB	
GBE_HC156	Testing	HC156_e_asian	1704	11	1693	East Asian	UK		UKB	
GBE_HC1211	Score development		269704	509	269195	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1211	Testing	HC1211_test	67425	127	67298	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1211	Testing	HC1211_non_british_white	24905	32	24873	European	UK	non-white British ancestry	UKB	
GBE_HC1211	Testing	HC1211_s_asian	7831	18	7813	South Asian	UK		UKB	
GBE_HC1211	Testing	HC1211_african	6497	5	6492	African unspecified	UK		UKB	
GBE_HC1211	Testing	HC1211_e_asian	1704	1	1703	East Asian	UK		UKB	
GBE_HC710	Score development		269704	324	269380	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC710	Testing	HC710_test	67425	80	67345	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC710	Testing	HC710_non_british_white	24905	27	24878	European	UK	non-white British ancestry	UKB	
GBE_HC710	Testing	HC710_s_asian	7831	6	7825	South Asian	UK		UKB	
GBE_HC710	Testing	HC710_african	6497	5	6492	African unspecified	UK		UKB	
GBE_BIN_FC40020489	Score development		65209	46409	18800	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC40020489	Testing	BIN_FC40020489_test	16485	11635	4850	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC40020489	Testing	BIN_FC40020489_non_british_white	6160	3974	2186	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC40020489	Testing	BIN_FC40020489_s_asian	790	526	264	South Asian	UK		UKB	
GBE_BIN_FC40020489	Testing	BIN_FC40020489_african	695	376	319	African unspecified	UK		UKB	
GBE_BIN_FC40020489	Testing	BIN_FC40020489_e_asian	264	122	142	East Asian	UK		UKB	
GBE_BIN_FC10001538	Score development		269223	30302	238921	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC10001538	Testing	BIN_FC10001538_test	67297	7422	59875	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC10001538	Testing	BIN_FC10001538_non_british_white	24842	2719	22123	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC10001538	Testing	BIN_FC10001538_s_asian	7568	1617	5951	South Asian	UK		UKB	
GBE_BIN_FC10001538	Testing	BIN_FC10001538_african	6357	1242	5115	African unspecified	UK		UKB	
GBE_BIN_FC10001538	Testing	BIN_FC10001538_e_asian	1645	150	1495	East Asian	UK		UKB	
GBE_BIN_FC3006152	Score development		187324	2361	184963	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC3006152	Testing	BIN_FC3006152_test	46847	584	46263	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC3006152	Testing	BIN_FC3006152_non_british_white	17235	211	17024	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC3006152	Testing	BIN_FC3006152_african	4286	54	4232	African unspecified	UK		UKB	
GBE_BIN_FC3006152	Testing	BIN_FC3006152_s_asian	5381	36	5345	South Asian	UK		UKB	
GBE_BIN_FC3006152	Testing	BIN_FC3006152_e_asian	945	5	940	East Asian	UK		UKB	
GBE_HC644	Score development		269704	2463	267241	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC644	Testing	HC644_test	67425	548	66877	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC644	Testing	HC644_non_british_white	24905	249	24656	European	UK	non-white British ancestry	UKB	
GBE_HC644	Testing	HC644_african	6497	84	6413	African unspecified	UK		UKB	
GBE_HC644	Testing	HC644_s_asian	7831	81	7750	South Asian	UK		UKB	
GBE_HC644	Testing	HC644_e_asian	1704	32	1672	East Asian	UK		UKB	
GBE_HC713	Score development		269704	700	269004	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC713	Testing	HC713_test	67425	197	67228	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC713	Testing	HC713_non_british_white	24905	80	24825	European	UK	non-white British ancestry	UKB	
GBE_HC713	Testing	HC713_african	6497	24	6473	African unspecified	UK		UKB	
GBE_HC713	Testing	HC713_s_asian	7831	21	7810	South Asian	UK		UKB	
GBE_HC713	Testing	HC713_e_asian	1704	1	1703	East Asian	UK		UKB	
GBE_BIN_FC8006152	Score development		269382	2361	267021	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC8006152	Testing	BIN_FC8006152_test	67349	584	66765	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC8006152	Testing	BIN_FC8006152_non_british_white	24838	211	24627	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC8006152	Testing	BIN_FC8006152_african	6348	54	6294	African unspecified	UK		UKB	
GBE_BIN_FC8006152	Testing	BIN_FC8006152_s_asian	7556	36	7520	South Asian	UK		UKB	
GBE_BIN_FC8006152	Testing	BIN_FC8006152_e_asian	1640	5	1635	East Asian	UK		UKB	
GBE_HC413	Score development		269704	245	269459	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC413	Testing	HC413_test	67425	59	67366	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC413	Testing	HC413_non_british_white	24905	20	24885	European	UK	non-white British ancestry	UKB	
GBE_HC413	Testing	HC413_african	6497	5	6492	African unspecified	UK		UKB	
GBE_HC413	Testing	HC413_s_asian	7831	2	7829	South Asian	UK		UKB	
GBE_HC413	Testing	HC413_e_asian	1704	1	1703	East Asian	UK		UKB	
GBE_HC815	Score development		269704	13406	256298	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC815	Testing	HC815_test	67425	3398	64027	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC815	Testing	HC815_non_british_white	24905	1079	23826	European	UK	non-white British ancestry	UKB	
GBE_HC815	Testing	HC815_s_asian	7831	265	7566	South Asian	UK		UKB	
GBE_HC815	Testing	HC815_african	6497	169	6328	African unspecified	UK		UKB	
GBE_HC815	Testing	HC815_e_asian	1704	34	1670	East Asian	UK		UKB	
GBE_HC1236	Score development		269704	2605	267099	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1236	Testing	HC1236_test	67425	696	66729	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1236	Testing	HC1236_non_british_white	24905	238	24667	European	UK	non-white British ancestry	UKB	
GBE_HC1236	Testing	HC1236_s_asian	7831	63	7768	South Asian	UK		UKB	
GBE_HC1236	Testing	HC1236_african	6497	44	6453	African unspecified	UK		UKB	
GBE_HC1236	Testing	HC1236_e_asian	1704	9	1695	East Asian	UK		UKB	
GBE_BIN30030510	Score development		261855	11394	250461	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN30030510	Testing	BIN30030510_test	65586	2854	62732	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN30030510	Testing	BIN30030510_non_british_white	24116	1130	22986	European	UK	non-white British ancestry	UKB	
GBE_BIN30030510	Testing	BIN30030510_s_asian	7468	706	6762	South Asian	UK		UKB	
GBE_BIN30030510	Testing	BIN30030510_african	6237	479	5758	African unspecified	UK		UKB	
GBE_BIN30030510	Testing	BIN30030510_e_asian	1644	108	1536	East Asian	UK		UKB	
GBE_HC91	Score development		269704	829	268875	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC91	Testing	HC91_test	67425	231	67194	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC91	Testing	HC91_non_british_white	24905	81	24824	European	UK	non-white British ancestry	UKB	
GBE_HC91	Testing	HC91_s_asian	7831	21	7810	South Asian	UK		UKB	
GBE_HC91	Testing	HC91_african	6497	2	6495	African unspecified	UK		UKB	
GBE_HC91	Testing	HC91_e_asian	1704	2	1702	East Asian	UK		UKB	
GBE_BIN_FC7006154	Score development		189550	39198	150352	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC7006154	Testing	BIN_FC7006154_test	47360	9771	37589	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC7006154	Testing	BIN_FC7006154_non_british_white	17534	3508	14026	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC7006154	Testing	BIN_FC7006154_s_asian	5363	1478	3885	South Asian	UK		UKB	
GBE_BIN_FC7006154	Testing	BIN_FC7006154_african	3878	879	2999	African unspecified	UK		UKB	
GBE_BIN_FC7006154	Testing	BIN_FC7006154_e_asian	1243	120	1123	East Asian	UK		UKB	
GBE_cancer1059	Score development		269704	3705	265999	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_cancer1059	Testing	cancer1059_test	67425	913	66512	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_cancer1059	Testing	cancer1059_non_british_white	24905	347	24558	European	UK	non-white British ancestry	UKB	
GBE_cancer1059	Testing	cancer1059_e_asian	1704	4	1700	East Asian	UK		UKB	
GBE_cancer1059	Testing	cancer1059_s_asian	7831	3	7828	South Asian	UK		UKB	
GBE_cancer1059	Testing	cancer1059_african	6497	2	6495	African unspecified	UK		UKB	
GBE_BIN2020	Score development		266111	48952	217159	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN2020	Testing	BIN2020_test	66472	12318	54154	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN2020	Testing	BIN2020_non_british_white	24336	5271	19065	European	UK	non-white British ancestry	UKB	
GBE_BIN2020	Testing	BIN2020_s_asian	7252	1963	5289	South Asian	UK		UKB	
GBE_BIN2020	Testing	BIN2020_african	6193	1686	4507	African unspecified	UK		UKB	
GBE_BIN2020	Testing	BIN2020_e_asian	1578	273	1305	East Asian	UK		UKB	
GBE_cancer1038	Score development		269704	3029	266675	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_cancer1038	Testing	cancer1038_test	67425	765	66660	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_cancer1038	Testing	cancer1038_non_british_white	24905	199	24706	European	UK	non-white British ancestry	UKB	
GBE_cancer1038	Testing	cancer1038_african	6497	68	6429	African unspecified	UK		UKB	
GBE_cancer1038	Testing	cancer1038_s_asian	7831	32	7799	South Asian	UK		UKB	
GBE_cancer1038	Testing	cancer1038_e_asian	1704	4	1700	East Asian	UK		UKB	
GBE_BIN_FC8006154	Score development		191269	41746	149523	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC8006154	Testing	BIN_FC8006154_test	47828	10489	37339	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC8006154	Testing	BIN_FC8006154_non_british_white	18055	4084	13971	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC8006154	Testing	BIN_FC8006154_african	4198	1214	2984	African unspecified	UK		UKB	
GBE_BIN_FC8006154	Testing	BIN_FC8006154_s_asian	4705	811	3894	South Asian	UK		UKB	
GBE_BIN_FC8006154	Testing	BIN_FC8006154_e_asian	1283	166	1117	East Asian	UK		UKB	
GBE_HC96	Score development		269704	1504	268200	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC96	Testing	HC96_test	67425	394	67031	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC96	Testing	HC96_non_british_white	24905	118	24787	European	UK	non-white British ancestry	UKB	
GBE_HC96	Testing	HC96_s_asian	7831	16	7815	South Asian	UK		UKB	
GBE_HC96	Testing	HC96_african	6497	13	6484	African unspecified	UK		UKB	
GBE_HC96	Testing	HC96_e_asian	1704	3	1701	East Asian	UK		UKB	
GBE_BIN_FC1006154	Score development		267242	39198	228044	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC1006154	Testing	BIN_FC1006154_test	66854	9771	57083	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC1006154	Testing	BIN_FC1006154_non_british_white	24612	3508	21104	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC1006154	Testing	BIN_FC1006154_s_asian	7364	1478	5886	South Asian	UK		UKB	
GBE_BIN_FC1006154	Testing	BIN_FC1006154_african	6221	879	5342	African unspecified	UK		UKB	
GBE_BIN_FC1006154	Testing	BIN_FC1006154_e_asian	1584	120	1464	East Asian	UK		UKB	
GBE_HC1304	Score development		269704	4110	265594	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1304	Testing	HC1304_test	67425	989	66436	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1304	Testing	HC1304_non_british_white	24905	384	24521	European	UK	non-white British ancestry	UKB	
GBE_HC1304	Testing	HC1304_s_asian	7831	146	7685	South Asian	UK		UKB	
GBE_HC1304	Testing	HC1304_african	6497	56	6441	African unspecified	UK		UKB	
GBE_HC1304	Testing	HC1304_e_asian	1704	25	1679	East Asian	UK		UKB	
GBE_BIN10030800	Score development		239637	31042	208595	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN10030800	Testing	BIN10030800_test	59957	7653	52304	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN10030800	Testing	BIN10030800_non_british_white	22152	3703	18449	European	UK	non-white British ancestry	UKB	
GBE_BIN10030800	Testing	BIN10030800_african	5634	1208	4426	African unspecified	UK		UKB	
GBE_BIN10030800	Testing	BIN10030800_s_asian	6943	1023	5920	South Asian	UK		UKB	
GBE_BIN10030800	Testing	BIN10030800_e_asian	1519	309	1210	East Asian	UK		UKB	
GBE_HC337	Score development		269704	286	269418	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC337	Testing	HC337_test	67425	58	67367	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC337	Testing	HC337_non_british_white	24905	33	24872	European	UK	non-white British ancestry	UKB	
GBE_HC337	Testing	HC337_african	6497	9	6488	African unspecified	UK		UKB	
GBE_HC337	Testing	HC337_s_asian	7831	7	7824	South Asian	UK		UKB	
GBE_HC639	Score development		269704	940	268764	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC639	Testing	HC639_test	67425	227	67198	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC639	Testing	HC639_non_british_white	24905	77	24828	European	UK	non-white British ancestry	UKB	
GBE_HC639	Testing	HC639_african	6497	72	6425	African unspecified	UK		UKB	
GBE_HC639	Testing	HC639_s_asian	7831	72	7759	South Asian	UK		UKB	
GBE_BIN23066	Score development		5368	3041	2327	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN23066	Testing	BIN23066_test	1275	722	553	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN23066	Testing	BIN23066_non_british_white	471	295	176	European	UK	non-white British ancestry	UKB	
GBE_BIN23066	Testing	BIN23066_s_asian	164	117	47	South Asian	UK		UKB	
GBE_BIN23066	Testing	BIN23066_african	119	83	36	African unspecified	UK		UKB	
GBE_BIN23066	Testing	BIN23066_e_asian	41	32	9	East Asian	UK		UKB	
GBE_HC530	Score development		269704	8890	260814	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC530	Testing	HC530_test	67425	2222	65203	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC530	Testing	HC530_non_british_white	24905	690	24215	European	UK	non-white British ancestry	UKB	
GBE_HC530	Testing	HC530_s_asian	7831	148	7683	South Asian	UK		UKB	
GBE_HC530	Testing	HC530_african	6497	63	6434	African unspecified	UK		UKB	
GBE_HC530	Testing	HC530_e_asian	1704	38	1666	East Asian	UK		UKB	
GBE_HC1052	Score development		269704	1196	268508	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
