Polygenic Score (PGS) ID	PGS Name	Reported Trait	URL	Mapped Trait(s) (EFO ID)	PGS Development Method	Score Development Details	Original Genome Build	Number of variants	Number of interaction terms
	GBE_INI25499	WA FA in tract forceps minor	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25499		snpnet		GRCh37	2017	0
	GBE_INI25500	WA FA in tract inferior fronto-occipital fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25500		snpnet		GRCh37	597	0
	GBE_INI25501	WA FA in tract inferior fronto-occipital fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25501		snpnet		GRCh37	1371	0
	GBE_INI25502	WA FA in tract inferior longitudinal fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25502		snpnet		GRCh37	709	0
	GBE_INI25503	WA FA in tract inferior longitudinal fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25503		snpnet		GRCh37	767	0
	GBE_INI25507	WA FA in tract posterior thalamic radiation (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25507		snpnet		GRCh37	1044	0
	GBE_INI25508	WA FA in tract posterior thalamic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25508		snpnet		GRCh37	1279	0
	GBE_INI25509	WA FA in tract superior longitudinal fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25509		snpnet		GRCh37	2671	0
	GBE_INI25513	WA FA in tract uncinate fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25513		snpnet		GRCh37	187	0
	GBE_INI25514	WA FA in tract uncinate fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25514		snpnet		GRCh37	205	0
	GBE_INI25516	WA MD in tract acoustic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25516		snpnet		GRCh37	315	0
	GBE_INI25517	WA MD in tract anterior thalamic radiation (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25517		snpnet		GRCh37	171	0
	GBE_INI25519	WA MD in tract cingulate gyrus part of cingulum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25519		snpnet		GRCh37	296	0
	GBE_INI25520	WA MD in tract cingulate gyrus part of cingulum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25520		snpnet		GRCh37	767	0
	GBE_INI25525	WA MD in tract forceps major	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25525		snpnet		GRCh37	209	0
	GBE_INI25526	WA MD in tract forceps minor	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25526		snpnet		GRCh37	1164	0
	GBE_INI25527	WA MD in tract inferior fronto-occipital fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25527		snpnet		GRCh37	813	0
	GBE_INI25528	WA MD in tract inferior fronto-occipital fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25528		snpnet		GRCh37	702	0
	GBE_INI25529	WA MD in tract inferior longitudinal fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25529		snpnet		GRCh37	572	0
	GBE_INI25530	WA MD in tract inferior longitudinal fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25530		snpnet		GRCh37	975	0
	GBE_INI25536	WA MD in tract superior longitudinal fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25536		snpnet		GRCh37	1809	0
	GBE_INI25538	WA MD in tract superior thalamic radiation (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25538		snpnet		GRCh37	610	0
	GBE_INI25539	WA MD in tract superior thalamic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25539		snpnet		GRCh37	96	0
	GBE_INI25540	WA MD in tract uncinate fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25540		snpnet		GRCh37	872	0
	GBE_INI25541	WA MD in tract uncinate fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25541		snpnet		GRCh37	1033	0
	GBE_INI25553	WA MO in tract forceps minor	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25553		snpnet		GRCh37	1836	0
	GBE_INI25558	WA MO in tract middle cerebellar peduncle	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25558		snpnet		GRCh37	47	0
	GBE_INI25560	WA MO in tract medial lemniscus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25560		snpnet		GRCh37	258	0
	GBE_INI25561	WA MO in tract posterior thalamic radiation (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25561		snpnet		GRCh37	721	0
	GBE_INI25562	WA MO in tract posterior thalamic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25562		snpnet		GRCh37	342	0
	GBE_INI25563	WA MO in tract superior longitudinal fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25563		snpnet		GRCh37	961	0
	GBE_INI25566	WA MO in tract superior thalamic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25566		snpnet		GRCh37	1023	0
	GBE_INI25580	WA L1 in tract forceps minor	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25580		snpnet		GRCh37	514	0
	GBE_INI25581	WA L1 in tract inferior fronto-occipital fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25581		snpnet		GRCh37	547	0
	GBE_INI25582	WA L1 in tract inferior fronto-occipital fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25582		snpnet		GRCh37	322	0
	GBE_INI25583	WA L1 in tract inferior longitudinal fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25583		snpnet		GRCh37	499	0
	GBE_INI25584	WA L1 in tract inferior longitudinal fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25584		snpnet		GRCh37	316	0
	GBE_INI25590	WA L1 in tract superior longitudinal fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25590		snpnet		GRCh37	1382	0
	GBE_INI25591	WA L1 in tract superior longitudinal fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25591		snpnet		GRCh37	534	0
	GBE_INI25592	WA L1 in tract superior thalamic radiation (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25592		snpnet		GRCh37	457	0
	GBE_INI25593	WA L1 in tract superior thalamic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25593		snpnet		GRCh37	358	0
	GBE_INI25594	WA L1 in tract uncinate fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25594		snpnet		GRCh37	173	0
	GBE_INI25597	WA L2 in tract acoustic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25597		snpnet		GRCh37	993	0
	GBE_INI25598	WA L2 in tract anterior thalamic radiation (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25598		snpnet		GRCh37	170	0
	GBE_INI25599	WA L2 in tract anterior thalamic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25599		snpnet		GRCh37	290	0
	GBE_INI25600	WA L2 in tract cingulate gyrus part of cingulum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25600		snpnet		GRCh37	82	0
	GBE_INI25601	WA L2 in tract cingulate gyrus part of cingulum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25601		snpnet		GRCh37	305	0
	GBE_INI25606	WA L2 in tract forceps major	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25606		snpnet		GRCh37	924	0
	GBE_INI25607	WA L2 in tract forceps minor	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25607		snpnet		GRCh37	1030	0
	GBE_INI25608	WA L2 in tract inferior fronto-occipital fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25608		snpnet		GRCh37	691	0
	GBE_INI25609	WA L2 in tract inferior fronto-occipital fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25609		snpnet		GRCh37	814	0
	GBE_INI25610	WA L2 in tract inferior longitudinal fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25610		snpnet		GRCh37	711	0
	GBE_INI25611	WA L2 in tract inferior longitudinal fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25611		snpnet		GRCh37	793	0
	GBE_INI25617	WA L2 in tract superior longitudinal fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25617		snpnet		GRCh37	1749	0
	GBE_INI25619	WA L2 in tract superior thalamic radiation (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25619		snpnet		GRCh37	683	0
	GBE_INI25621	WA L2 in tract uncinate fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25621		snpnet		GRCh37	709	0
	GBE_INI25622	WA L2 in tract uncinate fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25622		snpnet		GRCh37	706	0
	GBE_INI25624	WA L3 in tract acoustic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25624		snpnet		GRCh37	794	0
	GBE_INI25625	WA L3 in tract anterior thalamic radiation (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25625		snpnet		GRCh37	200	0
	GBE_INI25626	WA L3 in tract anterior thalamic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25626		snpnet		GRCh37	432	0
	GBE_INI25627	WA L3 in tract cingulate gyrus part of cingulum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25627		snpnet		GRCh37	1611	0
	GBE_INI25628	WA L3 in tract cingulate gyrus part of cingulum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25628		snpnet		GRCh37	1080	0
	GBE_INI25634	WA L3 in tract forceps minor	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25634		snpnet		GRCh37	1536	0
	GBE_INI25635	WA L3 in tract inferior fronto-occipital fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25635		snpnet		GRCh37	945	0
	GBE_INI25636	WA L3 in tract inferior fronto-occipital fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25636		snpnet		GRCh37	864	0
	GBE_INI25637	WA L3 in tract inferior longitudinal fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25637		snpnet		GRCh37	919	0
	GBE_INI25638	WA L3 in tract inferior longitudinal fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25638		snpnet		GRCh37	825	0
	GBE_INI25644	WA L3 in tract superior longitudinal fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25644		snpnet		GRCh37	1884	0
	GBE_INI25646	WA L3 in tract superior thalamic radiation (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25646		snpnet		GRCh37	855	0
	GBE_INI25647	WA L3 in tract superior thalamic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25647		snpnet		GRCh37	1510	0
	GBE_INI25648	WA L3 in tract uncinate fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25648		snpnet		GRCh37	755	0
	GBE_INI25649	WA L3 in tract uncinate fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25649		snpnet		GRCh37	1320	0
	GBE_INI25650	WA ICVF in tract acoustic radiation (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25650		snpnet		GRCh37	1563	0
	GBE_INI25651	WA ICVF in tract acoustic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25651		snpnet		GRCh37	979	0
	GBE_INI25652	WA ICVF in tract anterior thalamic radiation (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25652		snpnet		GRCh37	817	0
	GBE_INI25653	WA ICVF in tract anterior thalamic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25653		snpnet		GRCh37	791	0
	GBE_INI25654	WA ICVF in tract cingulate gyrus part of cingulum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25654		snpnet		GRCh37	1095	0
	GBE_INI25655	WA ICVF in tract cingulate gyrus part of cingulum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25655		snpnet		GRCh37	998	0
	GBE_INI25656	WA ICVF in tract parahippocampal part of cingulum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25656		snpnet		GRCh37	449	0
	GBE_INI25657	WA ICVF in tract parahippocampal part of cingulum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25657		snpnet		GRCh37	955	0
	GBE_INI25658	WA ICVF in tract corticospinal tract (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25658		snpnet		GRCh37	1128	0
	GBE_INI25659	WA ICVF in tract corticospinal tract (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25659		snpnet		GRCh37	310	0
	GBE_INI25660	WA ICVF in tract forceps major	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25660		snpnet		GRCh37	1466	0
	GBE_INI25661	WA ICVF in tract forceps minor	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25661		snpnet		GRCh37	2047	0
	GBE_INI25662	WA ICVF in tract inferior fronto-occipital fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25662		snpnet		GRCh37	2008	0
	GBE_INI25663	WA ICVF in tract inferior fronto-occipital fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25663		snpnet		GRCh37	1964	0
	GBE_INI25664	WA ICVF in tract inferior longitudinal fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25664		snpnet		GRCh37	1804	0
	GBE_INI25665	WA ICVF in tract inferior longitudinal fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25665		snpnet		GRCh37	1872	0
	GBE_INI25666	WA ICVF in tract middle cerebellar peduncle	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25666		snpnet		GRCh37	512	0
	GBE_INI25667	WA ICVF in tract medial lemniscus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25667		snpnet		GRCh37	663	0
	GBE_INI25668	WA ICVF in tract medial lemniscus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25668		snpnet		GRCh37	600	0
	GBE_INI25669	WA ICVF in tract posterior thalamic radiation (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25669		snpnet		GRCh37	1264	0
	GBE_INI25670	WA ICVF in tract posterior thalamic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25670		snpnet		GRCh37	1618	0
	GBE_INI25671	WA ICVF in tract superior longitudinal fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25671		snpnet		GRCh37	2131	0
	GBE_INI25672	WA ICVF in tract superior longitudinal fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25672		snpnet		GRCh37	1652	0
	GBE_INI25673	WA ICVF in tract superior thalamic radiation (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25673		snpnet		GRCh37	1165	0
	GBE_INI25674	WA ICVF in tract superior thalamic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25674		snpnet		GRCh37	1474	0
	GBE_INI25675	WA ICVF in tract uncinate fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25675		snpnet		GRCh37	136	0
	GBE_INI25676	WA ICVF in tract uncinate fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25676		snpnet		GRCh37	837	0
	GBE_INI25685	WA OD in tract corticospinal tract (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25685		snpnet		GRCh37	1	0
	GBE_INI25692	WA OD in tract inferior longitudinal fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25692		snpnet		GRCh37	378	0
	GBE_INI25694	WA OD in tract medial lemniscus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25694		snpnet		GRCh37	297	0
	GBE_INI25698	WA OD in tract superior longitudinal fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25698		snpnet		GRCh37	1298	0
	GBE_INI25699	WA OD in tract superior longitudinal fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25699		snpnet		GRCh37	726	0
	GBE_INI25701	WA OD in tract superior thalamic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25701		snpnet		GRCh37	1352	0
	GBE_INI25704	WA ISOVF in tract acoustic radiation (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25704		snpnet		GRCh37	231	0
	GBE_INI25705	WA ISOVF in tract acoustic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25705		snpnet		GRCh37	725	0
	GBE_INI25707	WA ISOVF in tract anterior thalamic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25707		snpnet		GRCh37	130	0
	GBE_INI25708	WA ISOVF in tract cingulate gyrus part of cingulum (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25708		snpnet		GRCh37	477	0
	GBE_INI25709	WA ISOVF in tract cingulate gyrus part of cingulum (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25709		snpnet		GRCh37	245	0
	GBE_INI25716	WA ISOVF in tract inferior fronto-occipital fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25716		snpnet		GRCh37	1080	0
	GBE_INI25717	WA ISOVF in tract inferior fronto-occipital fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25717		snpnet		GRCh37	1146	0
	GBE_INI25718	WA ISOVF in tract inferior longitudinal fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25718		snpnet		GRCh37	1123	0
	GBE_INI25719	WA ISOVF in tract inferior longitudinal fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25719		snpnet		GRCh37	1688	0
	GBE_INI25724	WA ISOVF in tract posterior thalamic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25724		snpnet		GRCh37	72	0
	GBE_INI25725	WA ISOVF in tract superior longitudinal fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25725		snpnet		GRCh37	695	0
	GBE_INI25726	WA ISOVF in tract superior longitudinal fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25726		snpnet		GRCh37	197	0
	GBE_INI25727	WA ISOVF in tract superior thalamic radiation (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25727		snpnet		GRCh37	538	0
	GBE_INI25728	WA ISOVF in tract superior thalamic radiation (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25728		snpnet		GRCh37	174	0
	GBE_INI25729	WA ISOVF in tract uncinate fasciculus (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25729		snpnet		GRCh37	385	0
	GBE_INI25730	WA ISOVF in tract uncinate fasciculus (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI25730		snpnet		GRCh37	83	0
	GBE_INI21025	Freq. of discomfort/pain in abdomen in last 3 months	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI21025		snpnet		GRCh37	256	0
	GBE_INI21044	Ave. # of times bowels opened per day	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI21044		snpnet		GRCh37	845	0
	GBE_INI21049	Degree bothered by pain in arms/legs/joints in the past 3 months	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI21049		snpnet		GRCh37	534	0
	GBE_INI21051	Degree bothered by headaches in the last 3 months	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI21051		snpnet		GRCh37	9	0
	GBE_INI21058	Degree bothered by urinary frequency/bladder irritability in the last 3 months	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI21058		snpnet		GRCh37	333	0
	GBE_INI21060	Degree bothered by feeling tired all the time in the last 3 months	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI21060		snpnet		GRCh37	1526	0
PGS001226	GBE_INI20022	Birth weight	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI20022	EFO_0004344	snpnet		GRCh37	6278	0
PGS000999	GBE_QT_FC1001687	Comparative body size at age 10	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/QT_FC1001687	EFO_0009819	snpnet		GRCh37	13034	0
PGS000998	GBE_QT_FC1001697	Comparative height size at age 10	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/QT_FC1001697	EFO_0009819	snpnet		GRCh37	24144	0
	GBE_INI12340	QRS duration	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI12340		snpnet		GRCh37	401	0
	GBE_INI22330	PQ interval	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI22330		snpnet		GRCh37	391	0
	GBE_INI22331	QT interval	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI22331		snpnet		GRCh37	609	0
	GBE_INI22332	QTC interval	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI22332		snpnet		GRCh37	115	0
PGS001100	GBE_INI5084	Spherical power (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5084	EFO_0007814	snpnet		GRCh37	7350	0
PGS001099	GBE_INI5085	Spherical power (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5085	EFO_0007814	snpnet		GRCh37	6639	0
	GBE_INI5096	3mm weak meridian (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5096		snpnet		GRCh37	8600	0
	GBE_INI5097	6mm weak meridian (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5097		snpnet		GRCh37	8580	0
	GBE_INI5098	6mm weak meridian (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5098		snpnet		GRCh37	8730	0
	GBE_INI5099	3mm weak meridian (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5099		snpnet		GRCh37	8983	0
	GBE_INI5104	3mm strong meridian angle (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5104		snpnet		GRCh37	976	0
	GBE_INI5113	6mm cylindrical power angle (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5113		snpnet		GRCh37	319	0
	GBE_INI5116	3mm cylindrical power (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5116		snpnet		GRCh37	148	0
	GBE_INI5132	3mm strong meridian (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5132		snpnet		GRCh37	10082	0
	GBE_INI5133	6mm strong meridian (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5133		snpnet		GRCh37	9219	0
	GBE_INI5134	6mm strong meridian (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5134		snpnet		GRCh37	8504	0
	GBE_INI5135	3mm strong meridian (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5135		snpnet		GRCh37	9497	0
	GBE_INI5254	Intra-ocular pressure, corneal-compensated (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5254		snpnet		GRCh37	1563	0
PGS001185	GBE_INI5255	Intra-ocular pressure, Goldmann-correlated (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5255	EFO_0004695	snpnet		GRCh37	3584	0
	GBE_INI5256	Corneal hysteresis (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5256		snpnet		GRCh37	2500	0
	GBE_INI5257	Corneal resistance factor (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5257		snpnet		GRCh37	3941	0
	GBE_INI5262	Intra-ocular pressure, corneal-compensated (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5262		snpnet		GRCh37	1166	0
	GBE_INI5263	Intra-ocular pressure, Goldmann-correlated (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5263		snpnet		GRCh37	3513	0
	GBE_INI5264	Corneal hysteresis (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5264		snpnet		GRCh37	2240	0
	GBE_INI5265	Corneal resistance factor (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI5265		snpnet		GRCh37	2390	0
	GBE_INI1807	Father's age at death	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI1807		snpnet		GRCh37	398	0
PGS001119	GBE_INI46	Hand grip strength (L)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI46	EFO_0006941	snpnet		GRCh37	13767	0
PGS001120	GBE_INI47	Hand grip strength (R)	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI47	EFO_0006941	snpnet		GRCh37	12644	0
	GBE_INI2217	Age started wearing glasses or contact lenses	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI2217		snpnet		GRCh37	8870	0
PGS000935	GBE_INI2966	Age high BP diagnosed	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI2966	HP_0032263|EFO_0004918	snpnet		GRCh37	370	0
	GBE_INI2976	Age diabetes diagnosed	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI2976		snpnet		GRCh37	26	0
PGS001283	GBE_INI3761	Age hay fever, rhinitis or eczema diagnosed	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI3761	EFO_0003785	snpnet		GRCh37	993	0
	GBE_INI3786	Age asthma diagnosed	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI3786		snpnet		GRCh37	922	0
PGS001008	GBE_QT_FC1002178	Overall health rating	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/QT_FC1002178	EFO_0009724	snpnet		GRCh37	10464	0
PGS001012	GBE_QT_FC1002296	Falls in the last year	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/QT_FC1002296	EFO_0009631	snpnet		GRCh37	2103	0
	GBE_QT_FC1004803	Tinnitus severity	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/QT_FC1004803		snpnet		GRCh37	343	0
	GBE_INI22420	LV ejection fraction	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI22420		snpnet		GRCh37	266	0
	GBE_INI22423	LV stroke volume	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI22423		snpnet		GRCh37	26	0
	GBE_INI22426	Ave. heart rate	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI22426		snpnet		GRCh37	243	0
	GBE_INI22427	Body surface area	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI22427		snpnet		GRCh37	850	0
PGS001005	GBE_INI134	# of self-reported cancers	https://biobankengine.stanford.edu/RIVAS_HG19/snpnet/INI134	EFO_0009800	snpnet		GRCh37	526	0
