associated_score_name	sample_set	trait_name	AUROC	R2	other_mterics	covariates
GBE_INI25590	INI25590_e_asian	WA L1 in tract superior longitudinal fasciculus (L)		0.04554 [0.02623, 0.06484]		
GBE_INI25590	INI25590_e_asian	WA L1 in tract superior longitudinal fasciculus (L)		0.16914 [0.13676, 0.20153]	Incremental R2 (full-covars) = 0.04582	age, sex, UKB array type, Genotype PCs
GBE_INI25590	INI25590_african	WA L1 in tract superior longitudinal fasciculus (L)		0.00232 [-0.00001, 0.00466]		
GBE_INI25590	INI25590_african	WA L1 in tract superior longitudinal fasciculus (L)		0.13522 [0.11976, 0.15068]	Incremental R2 (full-covars) = -0.00600	age, sex, UKB array type, Genotype PCs
GBE_INI25591	INI25591_test	WA L1 in tract superior longitudinal fasciculus (R)		0.01002 [0.00853, 0.01152]		
GBE_INI25591	INI25591_test	WA L1 in tract superior longitudinal fasciculus (R)		0.12948 [0.12475, 0.13420]	Incremental R2 (full-covars) = 0.00946	age, sex, UKB array type, Genotype PCs
GBE_INI25591	INI25591_non_british_white	WA L1 in tract superior longitudinal fasciculus (R)		0.00726 [0.00516, 0.00936]		
GBE_INI25591	INI25591_non_british_white	WA L1 in tract superior longitudinal fasciculus (R)		0.14449 [0.13641, 0.15257]	Incremental R2 (full-covars) = 0.00880	age, sex, UKB array type, Genotype PCs
GBE_INI25591	INI25591_s_asian	WA L1 in tract superior longitudinal fasciculus (R)		0.01282 [0.00787, 0.01777]		
GBE_INI25591	INI25591_s_asian	WA L1 in tract superior longitudinal fasciculus (R)		0.13210 [0.11813, 0.14607]	Incremental R2 (full-covars) = 0.01479	age, sex, UKB array type, Genotype PCs
GBE_INI25591	INI25591_e_asian	WA L1 in tract superior longitudinal fasciculus (R)		0.04801 [0.02824, 0.06778]		
GBE_INI25591	INI25591_e_asian	WA L1 in tract superior longitudinal fasciculus (R)		0.20047 [0.16655, 0.23440]	Incremental R2 (full-covars) = 0.02663	age, sex, UKB array type, Genotype PCs
GBE_INI25591	INI25591_african	WA L1 in tract superior longitudinal fasciculus (R)		0.00138 [-0.00042, 0.00318]		
GBE_INI25591	INI25591_african	WA L1 in tract superior longitudinal fasciculus (R)		0.20896 [0.19138, 0.22653]	Incremental R2 (full-covars) = -0.00676	age, sex, UKB array type, Genotype PCs
GBE_INI25592	INI25592_test	WA L1 in tract superior thalamic radiation (L)		0.00783 [0.00651, 0.00916]		
GBE_INI25592	INI25592_test	WA L1 in tract superior thalamic radiation (L)		0.20391 [0.19848, 0.20933]	Incremental R2 (full-covars) = 0.00812	age, sex, UKB array type, Genotype PCs
GBE_INI25592	INI25592_non_british_white	WA L1 in tract superior thalamic radiation (L)		0.00254 [0.00129, 0.00378]		
GBE_INI25592	INI25592_non_british_white	WA L1 in tract superior thalamic radiation (L)		0.21414 [0.20511, 0.22317]	Incremental R2 (full-covars) = 0.00340	age, sex, UKB array type, Genotype PCs
GBE_INI25592	INI25592_s_asian	WA L1 in tract superior thalamic radiation (L)		0.01143 [0.00675, 0.01611]		
GBE_INI25592	INI25592_s_asian	WA L1 in tract superior thalamic radiation (L)		0.05613 [0.04623, 0.06603]	Incremental R2 (full-covars) = -0.00835	age, sex, UKB array type, Genotype PCs
GBE_INI25592	INI25592_e_asian	WA L1 in tract superior thalamic radiation (L)		0.04610 [0.02669, 0.06551]		
GBE_INI25592	INI25592_e_asian	WA L1 in tract superior thalamic radiation (L)		0.14832 [0.11723, 0.17940]	Incremental R2 (full-covars) = 0.02412	age, sex, UKB array type, Genotype PCs
GBE_INI25592	INI25592_african	WA L1 in tract superior thalamic radiation (L)		0.00093 [-0.00055, 0.00241]		
GBE_INI25592	INI25592_african	WA L1 in tract superior thalamic radiation (L)		0.23362 [0.21561, 0.25162]	Incremental R2 (full-covars) = -0.00553	age, sex, UKB array type, Genotype PCs
GBE_INI25593	INI25593_test	WA L1 in tract superior thalamic radiation (R)		0.00614 [0.00497, 0.00732]		
GBE_INI25593	INI25593_test	WA L1 in tract superior thalamic radiation (R)		0.20238 [0.19696, 0.20779]	Incremental R2 (full-covars) = 0.00443	age, sex, UKB array type, Genotype PCs
GBE_INI25593	INI25593_non_british_white	WA L1 in tract superior thalamic radiation (R)		0.00186 [0.00079, 0.00293]		
GBE_INI25593	INI25593_non_british_white	WA L1 in tract superior thalamic radiation (R)		0.22869 [0.21953, 0.23785]	Incremental R2 (full-covars) = 0.00119	age, sex, UKB array type, Genotype PCs
GBE_INI25593	INI25593_s_asian	WA L1 in tract superior thalamic radiation (R)		0.00721 [0.00348, 0.01094]		
GBE_INI25593	INI25593_s_asian	WA L1 in tract superior thalamic radiation (R)		0.04753 [0.03833, 0.05672]	Incremental R2 (full-covars) = -0.00751	age, sex, UKB array type, Genotype PCs
GBE_INI25593	INI25593_e_asian	WA L1 in tract superior thalamic radiation (R)		0.06278 [0.04053, 0.08503]		
GBE_INI25593	INI25593_e_asian	WA L1 in tract superior thalamic radiation (R)		0.19311 [0.15951, 0.22671]	Incremental R2 (full-covars) = 0.02540	age, sex, UKB array type, Genotype PCs
GBE_INI25593	INI25593_african	WA L1 in tract superior thalamic radiation (R)		0.00465 [0.00135, 0.00795]		
GBE_INI25593	INI25593_african	WA L1 in tract superior thalamic radiation (R)		0.29492 [0.27631, 0.31353]	Incremental R2 (full-covars) = -0.00354	age, sex, UKB array type, Genotype PCs
GBE_INI25594	INI25594_test	WA L1 in tract uncinate fasciculus (L)		0.00682 [0.00558, 0.00805]		
GBE_INI25594	INI25594_test	WA L1 in tract uncinate fasciculus (L)		0.08773 [0.08365, 0.09181]	Incremental R2 (full-covars) = 0.00616	age, sex, UKB array type, Genotype PCs
GBE_INI25594	INI25594_non_british_white	WA L1 in tract uncinate fasciculus (L)		0.00292 [0.00158, 0.00426]		
GBE_INI25594	INI25594_non_british_white	WA L1 in tract uncinate fasciculus (L)		0.12781 [0.12007, 0.13556]	Incremental R2 (full-covars) = 0.00468	age, sex, UKB array type, Genotype PCs
GBE_INI25594	INI25594_s_asian	WA L1 in tract uncinate fasciculus (L)		0.01217 [0.00734, 0.01699]		
GBE_INI25594	INI25594_s_asian	WA L1 in tract uncinate fasciculus (L)		0.16441 [0.14941, 0.17941]	Incremental R2 (full-covars) = 0.00538	age, sex, UKB array type, Genotype PCs
GBE_INI25594	INI25594_e_asian	WA L1 in tract uncinate fasciculus (L)		0.00042 [-0.00152, 0.00237]		
GBE_INI25594	INI25594_e_asian	WA L1 in tract uncinate fasciculus (L)		0.17720 [0.14437, 0.21002]	Incremental R2 (full-covars) = 0.00130	age, sex, UKB array type, Genotype PCs
GBE_INI25594	INI25594_african	WA L1 in tract uncinate fasciculus (L)		0.00208 [-0.00013, 0.00429]		
GBE_INI25594	INI25594_african	WA L1 in tract uncinate fasciculus (L)		0.10999 [0.09564, 0.12433]	Incremental R2 (full-covars) = 0.00364	age, sex, UKB array type, Genotype PCs
GBE_INI25597	INI25597_test	WA L2 in tract acoustic radiation (R)		0.00452 [0.00351, 0.00553]		
GBE_INI25597	INI25597_test	WA L2 in tract acoustic radiation (R)		0.03405 [0.03136, 0.03674]	Incremental R2 (full-covars) = 0.00148	age, sex, UKB array type, Genotype PCs
GBE_INI25597	INI25597_non_british_white	WA L2 in tract acoustic radiation (R)		0.00138 [0.00046, 0.00230]		
GBE_INI25597	INI25597_non_british_white	WA L2 in tract acoustic radiation (R)		0.03833 [0.03365, 0.04301]	Incremental R2 (full-covars) = -0.00560	age, sex, UKB array type, Genotype PCs
GBE_INI25597	INI25597_s_asian	WA L2 in tract acoustic radiation (R)		0.00161 [-0.00017, 0.00338]		
GBE_INI25597	INI25597_s_asian	WA L2 in tract acoustic radiation (R)		0.03110 [0.02354, 0.03867]	Incremental R2 (full-covars) = -0.00023	age, sex, UKB array type, Genotype PCs
GBE_INI25597	INI25597_e_asian	WA L2 in tract acoustic radiation (R)		0.01811 [0.00559, 0.03064]		
GBE_INI25597	INI25597_e_asian	WA L2 in tract acoustic radiation (R)		0.07354 [0.04973, 0.09735]	Incremental R2 (full-covars) = 0.01667	age, sex, UKB array type, Genotype PCs
GBE_INI25597	INI25597_african	WA L2 in tract acoustic radiation (R)		0.00292 [0.00030, 0.00554]		
GBE_INI25597	INI25597_african	WA L2 in tract acoustic radiation (R)		0.05756 [0.04657, 0.06855]	Incremental R2 (full-covars) = -0.01728	age, sex, UKB array type, Genotype PCs
GBE_INI25598	INI25598_test	WA L2 in tract anterior thalamic radiation (L)		0.00347 [0.00258, 0.00436]		
GBE_INI25598	INI25598_test	WA L2 in tract anterior thalamic radiation (L)		0.17978 [0.17453, 0.18503]	Incremental R2 (full-covars) = 0.00382	age, sex, UKB array type, Genotype PCs
GBE_INI25598	INI25598_non_british_white	WA L2 in tract anterior thalamic radiation (L)		0.00607 [0.00415, 0.00799]		
GBE_INI25598	INI25598_non_british_white	WA L2 in tract anterior thalamic radiation (L)		0.23850 [0.22927, 0.24774]	Incremental R2 (full-covars) = 0.00484	age, sex, UKB array type, Genotype PCs
GBE_INI25598	INI25598_s_asian	WA L2 in tract anterior thalamic radiation (L)		0.00054 [-0.00049, 0.00157]		
GBE_INI25598	INI25598_s_asian	WA L2 in tract anterior thalamic radiation (L)		0.09505 [0.08270, 0.10740]	Incremental R2 (full-covars) = 0.00035	age, sex, UKB array type, Genotype PCs
GBE_INI25598	INI25598_e_asian	WA L2 in tract anterior thalamic radiation (L)		0.01234 [0.00194, 0.02273]		
GBE_INI25598	INI25598_e_asian	WA L2 in tract anterior thalamic radiation (L)		0.23223 [0.19717, 0.26729]	Incremental R2 (full-covars) = 0.00910	age, sex, UKB array type, Genotype PCs
GBE_INI25598	INI25598_african	WA L2 in tract anterior thalamic radiation (L)		0.00454 [0.00128, 0.00780]		
GBE_INI25598	INI25598_african	WA L2 in tract anterior thalamic radiation (L)		0.20199 [0.18455, 0.21942]	Incremental R2 (full-covars) = 0.00283	age, sex, UKB array type, Genotype PCs
GBE_INI25599	INI25599_test	WA L2 in tract anterior thalamic radiation (R)		0.00469 [0.00366, 0.00572]		
GBE_INI25599	INI25599_test	WA L2 in tract anterior thalamic radiation (R)		0.18699 [0.18169, 0.19230]	Incremental R2 (full-covars) = 0.00492	age, sex, UKB array type, Genotype PCs
GBE_INI25599	INI25599_non_british_white	WA L2 in tract anterior thalamic radiation (R)		0.00367 [0.00217, 0.00517]		
GBE_INI25599	INI25599_non_british_white	WA L2 in tract anterior thalamic radiation (R)		0.24099 [0.23173, 0.25024]	Incremental R2 (full-covars) = 0.00232	age, sex, UKB array type, Genotype PCs
GBE_INI25599	INI25599_s_asian	WA L2 in tract anterior thalamic radiation (R)		0.00538 [0.00215, 0.00861]		
GBE_INI25599	INI25599_s_asian	WA L2 in tract anterior thalamic radiation (R)		0.08554 [0.07369, 0.09738]	Incremental R2 (full-covars) = 0.00209	age, sex, UKB array type, Genotype PCs
GBE_INI25599	INI25599_e_asian	WA L2 in tract anterior thalamic radiation (R)		0.01248 [0.00202, 0.02293]		
GBE_INI25599	INI25599_e_asian	WA L2 in tract anterior thalamic radiation (R)		0.22117 [0.18646, 0.25588]	Incremental R2 (full-covars) = 0.00874	age, sex, UKB array type, Genotype PCs
GBE_INI25599	INI25599_african	WA L2 in tract anterior thalamic radiation (R)		0.00266 [0.00016, 0.00516]		
GBE_INI25599	INI25599_african	WA L2 in tract anterior thalamic radiation (R)		0.21025 [0.19265, 0.22786]	Incremental R2 (full-covars) = 0.00860	age, sex, UKB array type, Genotype PCs
GBE_INI25600	INI25600_test	WA L2 in tract cingulate gyrus part of cingulum (L)		0.00719 [0.00592, 0.00846]		
GBE_INI25600	INI25600_test	WA L2 in tract cingulate gyrus part of cingulum (L)		0.09554 [0.09132, 0.09976]	Incremental R2 (full-covars) = 0.00594	age, sex, UKB array type, Genotype PCs
GBE_INI25600	INI25600_non_british_white	WA L2 in tract cingulate gyrus part of cingulum (L)		0.00363 [0.00214, 0.00512]		
GBE_INI25600	INI25600_non_british_white	WA L2 in tract cingulate gyrus part of cingulum (L)		0.11898 [0.11144, 0.12653]	Incremental R2 (full-covars) = 0.00373	age, sex, UKB array type, Genotype PCs
GBE_INI25600	INI25600_s_asian	WA L2 in tract cingulate gyrus part of cingulum (L)		0.00351 [0.00090, 0.00613]		
GBE_INI25600	INI25600_s_asian	WA L2 in tract cingulate gyrus part of cingulum (L)		0.07356 [0.06243, 0.08468]	Incremental R2 (full-covars) = 0.00043	age, sex, UKB array type, Genotype PCs
GBE_INI25600	INI25600_e_asian	WA L2 in tract cingulate gyrus part of cingulum (L)		0.10175 [0.07460, 0.12890]		
GBE_INI25600	INI25600_e_asian	WA L2 in tract cingulate gyrus part of cingulum (L)		0.12969 [0.09999, 0.15939]	Incremental R2 (full-covars) = 0.02073	age, sex, UKB array type, Genotype PCs
GBE_INI25600	INI25600_african	WA L2 in tract cingulate gyrus part of cingulum (L)		0.00055 [-0.00059, 0.00169]		
GBE_INI25600	INI25600_african	WA L2 in tract cingulate gyrus part of cingulum (L)		0.11425 [0.09970, 0.12880]	Incremental R2 (full-covars) = 0.00154	age, sex, UKB array type, Genotype PCs
GBE_INI25601	INI25601_test	WA L2 in tract cingulate gyrus part of cingulum (R)		0.00882 [0.00741, 0.01022]		
GBE_INI25601	INI25601_test	WA L2 in tract cingulate gyrus part of cingulum (R)		0.08373 [0.07972, 0.08773]	Incremental R2 (full-covars) = 0.00885	age, sex, UKB array type, Genotype PCs
GBE_INI25601	INI25601_non_british_white	WA L2 in tract cingulate gyrus part of cingulum (R)		0.00886 [0.00654, 0.01117]		
GBE_INI25601	INI25601_non_british_white	WA L2 in tract cingulate gyrus part of cingulum (R)		0.09432 [0.08741, 0.10123]	Incremental R2 (full-covars) = 0.00705	age, sex, UKB array type, Genotype PCs
GBE_INI25601	INI25601_s_asian	WA L2 in tract cingulate gyrus part of cingulum (R)		0.00701 [0.00333, 0.01069]		
GBE_INI25601	INI25601_s_asian	WA L2 in tract cingulate gyrus part of cingulum (R)		0.05054 [0.04109, 0.05999]	Incremental R2 (full-covars) = 0.00156	age, sex, UKB array type, Genotype PCs
GBE_INI25601	INI25601_e_asian	WA L2 in tract cingulate gyrus part of cingulum (R)		0.04312 [0.02429, 0.06195]		
GBE_INI25601	INI25601_e_asian	WA L2 in tract cingulate gyrus part of cingulum (R)		0.20268 [0.16867, 0.23670]	Incremental R2 (full-covars) = 0.02034	age, sex, UKB array type, Genotype PCs
GBE_INI25601	INI25601_african	WA L2 in tract cingulate gyrus part of cingulum (R)		0.00131 [-0.00045, 0.00307]		
GBE_INI25601	INI25601_african	WA L2 in tract cingulate gyrus part of cingulum (R)		0.09316 [0.07970, 0.10661]	Incremental R2 (full-covars) = -0.00407	age, sex, UKB array type, Genotype PCs
GBE_INI25606	INI25606_test	WA L2 in tract forceps major		0.00839 [0.00702, 0.00976]		
GBE_INI25606	INI25606_test	WA L2 in tract forceps major		0.01397 [0.01221, 0.01573]	Incremental R2 (full-covars) = 0.00881	age, sex, UKB array type, Genotype PCs
GBE_INI25606	INI25606_non_british_white	WA L2 in tract forceps major		0.01249 [0.00975, 0.01523]		
GBE_INI25606	INI25606_non_british_white	WA L2 in tract forceps major		0.02182 [0.01823, 0.02541]	Incremental R2 (full-covars) = 0.01368	age, sex, UKB array type, Genotype PCs
GBE_INI25606	INI25606_s_asian	WA L2 in tract forceps major		0.00362 [0.00096, 0.00627]		
GBE_INI25606	INI25606_s_asian	WA L2 in tract forceps major		0.05136 [0.04184, 0.06088]	Incremental R2 (full-covars) = 0.00212	age, sex, UKB array type, Genotype PCs
GBE_INI25606	INI25606_e_asian	WA L2 in tract forceps major		0.02300 [0.00896, 0.03704]		
GBE_INI25606	INI25606_e_asian	WA L2 in tract forceps major		0.14096 [0.11039, 0.17152]	Incremental R2 (full-covars) = 0.02113	age, sex, UKB array type, Genotype PCs
GBE_INI25606	INI25606_african	WA L2 in tract forceps major		0.00019 [-0.00048, 0.00086]		
GBE_INI25606	INI25606_african	WA L2 in tract forceps major		0.05007 [0.03974, 0.06040]	Incremental R2 (full-covars) = -0.01346	age, sex, UKB array type, Genotype PCs
GBE_INI25607	INI25607_test	WA L2 in tract forceps minor		0.02954 [0.02702, 0.03206]		
GBE_INI25607	INI25607_test	WA L2 in tract forceps minor		0.11584 [0.11129, 0.12038]	Incremental R2 (full-covars) = 0.03045	age, sex, UKB array type, Genotype PCs
GBE_INI25607	INI25607_non_british_white	WA L2 in tract forceps minor		0.02881 [0.02472, 0.03291]		
GBE_INI25607	INI25607_non_british_white	WA L2 in tract forceps minor		0.15333 [0.14510, 0.16156]	Incremental R2 (full-covars) = 0.02498	age, sex, UKB array type, Genotype PCs
GBE_INI25607	INI25607_s_asian	WA L2 in tract forceps minor		0.00420 [0.00134, 0.00705]		
GBE_INI25607	INI25607_s_asian	WA L2 in tract forceps minor		0.05908 [0.04896, 0.06921]	Incremental R2 (full-covars) = 0.00262	age, sex, UKB array type, Genotype PCs
GBE_INI25607	INI25607_e_asian	WA L2 in tract forceps minor		0.08505 [0.05977, 0.11034]		
GBE_INI25607	INI25607_e_asian	WA L2 in tract forceps minor		0.20638 [0.17221, 0.24055]	Incremental R2 (full-covars) = 0.05312	age, sex, UKB array type, Genotype PCs
GBE_INI25607	INI25607_african	WA L2 in tract forceps minor		0.00802 [0.00370, 0.01234]		
GBE_INI25607	INI25607_african	WA L2 in tract forceps minor		0.09019 [0.07691, 0.10347]	Incremental R2 (full-covars) = 0.00716	age, sex, UKB array type, Genotype PCs
GBE_INI25608	INI25608_test	WA L2 in tract inferior fronto-occipital fasciculus (L)		0.01424 [0.01247, 0.01602]		
GBE_INI25608	INI25608_test	WA L2 in tract inferior fronto-occipital fasciculus (L)		0.14262 [0.13773, 0.14750]	Incremental R2 (full-covars) = 0.01425	age, sex, UKB array type, Genotype PCs
GBE_INI25608	INI25608_non_british_white	WA L2 in tract inferior fronto-occipital fasciculus (L)		0.01829 [0.01500, 0.02159]		
GBE_INI25608	INI25608_non_british_white	WA L2 in tract inferior fronto-occipital fasciculus (L)		0.17310 [0.16455, 0.18164]	Incremental R2 (full-covars) = 0.02063	age, sex, UKB array type, Genotype PCs
GBE_INI25608	INI25608_s_asian	WA L2 in tract inferior fronto-occipital fasciculus (L)		0.00557 [0.00229, 0.00886]		
GBE_INI25608	INI25608_s_asian	WA L2 in tract inferior fronto-occipital fasciculus (L)		0.07285 [0.06177, 0.08393]	Incremental R2 (full-covars) = 0.00209	age, sex, UKB array type, Genotype PCs
GBE_INI25608	INI25608_e_asian	WA L2 in tract inferior fronto-occipital fasciculus (L)		0.04485 [0.02568, 0.06402]		
GBE_INI25608	INI25608_e_asian	WA L2 in tract inferior fronto-occipital fasciculus (L)		0.14406 [0.11327, 0.17484]	Incremental R2 (full-covars) = 0.03258	age, sex, UKB array type, Genotype PCs
GBE_INI25608	INI25608_african	WA L2 in tract inferior fronto-occipital fasciculus (L)		0.00537 [0.00183, 0.00891]		
GBE_INI25608	INI25608_african	WA L2 in tract inferior fronto-occipital fasciculus (L)		0.13752 [0.12197, 0.15307]	Incremental R2 (full-covars) = -0.01648	age, sex, UKB array type, Genotype PCs
GBE_INI25609	INI25609_test	WA L2 in tract inferior fronto-occipital fasciculus (R)		0.01561 [0.01375, 0.01746]		
GBE_INI25609	INI25609_test	WA L2 in tract inferior fronto-occipital fasciculus (R)		0.13977 [0.13491, 0.14462]	Incremental R2 (full-covars) = 0.01696	age, sex, UKB array type, Genotype PCs
GBE_INI25609	INI25609_non_british_white	WA L2 in tract inferior fronto-occipital fasciculus (R)		0.01365 [0.01079, 0.01651]		
GBE_INI25609	INI25609_non_british_white	WA L2 in tract inferior fronto-occipital fasciculus (R)		0.16477 [0.15635, 0.17319]	Incremental R2 (full-covars) = 0.01354	age, sex, UKB array type, Genotype PCs
GBE_INI25609	INI25609_s_asian	WA L2 in tract inferior fronto-occipital fasciculus (R)		0.00018 [-0.00041, 0.00077]		
GBE_INI25609	INI25609_s_asian	WA L2 in tract inferior fronto-occipital fasciculus (R)		0.04448 [0.03556, 0.05340]	Incremental R2 (full-covars) = -0.00739	age, sex, UKB array type, Genotype PCs
GBE_INI25609	INI25609_e_asian	WA L2 in tract inferior fronto-occipital fasciculus (R)		0.06612 [0.04336, 0.08888]		
GBE_INI25609	INI25609_e_asian	WA L2 in tract inferior fronto-occipital fasciculus (R)		0.21181 [0.17744, 0.24619]	Incremental R2 (full-covars) = 0.04535	age, sex, UKB array type, Genotype PCs
GBE_INI25609	INI25609_african	WA L2 in tract inferior fronto-occipital fasciculus (R)		0.00031 [-0.00055, 0.00118]		
GBE_INI25609	INI25609_african	WA L2 in tract inferior fronto-occipital fasciculus (R)		0.18558 [0.16853, 0.20263]	Incremental R2 (full-covars) = -0.00308	age, sex, UKB array type, Genotype PCs
GBE_INI25610	INI25610_test	WA L2 in tract inferior longitudinal fasciculus (L)		0.01892 [0.01688, 0.02096]		
GBE_INI25610	INI25610_test	WA L2 in tract inferior longitudinal fasciculus (L)		0.13067 [0.12593, 0.13542]	Incremental R2 (full-covars) = 0.01865	age, sex, UKB array type, Genotype PCs
GBE_INI25610	INI25610_non_british_white	WA L2 in tract inferior longitudinal fasciculus (L)		0.01465 [0.01169, 0.01762]		
GBE_INI25610	INI25610_non_british_white	WA L2 in tract inferior longitudinal fasciculus (L)		0.17083 [0.16232, 0.17934]	Incremental R2 (full-covars) = 0.01907	age, sex, UKB array type, Genotype PCs
GBE_INI25610	INI25610_s_asian	WA L2 in tract inferior longitudinal fasciculus (L)		0.00002 [-0.00016, 0.00020]		
GBE_INI25610	INI25610_s_asian	WA L2 in tract inferior longitudinal fasciculus (L)		0.05382 [0.04410, 0.06354]	Incremental R2 (full-covars) = -0.00773	age, sex, UKB array type, Genotype PCs
GBE_INI25610	INI25610_e_asian	WA L2 in tract inferior longitudinal fasciculus (L)		0.04640 [0.02693, 0.06586]		
GBE_INI25610	INI25610_e_asian	WA L2 in tract inferior longitudinal fasciculus (L)		0.14462 [0.11379, 0.17545]	Incremental R2 (full-covars) = 0.03340	age, sex, UKB array type, Genotype PCs
GBE_INI25610	INI25610_african	WA L2 in tract inferior longitudinal fasciculus (L)		0.00010 [-0.00039, 0.00058]		
GBE_INI25610	INI25610_african	WA L2 in tract inferior longitudinal fasciculus (L)		0.15200 [0.13593, 0.16807]	Incremental R2 (full-covars) = -0.00729	age, sex, UKB array type, Genotype PCs
GBE_INI25611	INI25611_test	WA L2 in tract inferior longitudinal fasciculus (R)		0.01470 [0.01290, 0.01650]		
GBE_INI25611	INI25611_test	WA L2 in tract inferior longitudinal fasciculus (R)		0.12615 [0.12147, 0.13084]	Incremental R2 (full-covars) = 0.01606	age, sex, UKB array type, Genotype PCs
GBE_INI25611	INI25611_non_british_white	WA L2 in tract inferior longitudinal fasciculus (R)		0.01464 [0.01168, 0.01761]		
GBE_INI25611	INI25611_non_british_white	WA L2 in tract inferior longitudinal fasciculus (R)		0.16317 [0.15478, 0.17157]	Incremental R2 (full-covars) = 0.01676	age, sex, UKB array type, Genotype PCs
GBE_INI25611	INI25611_s_asian	WA L2 in tract inferior longitudinal fasciculus (R)		0.01057 [0.00607, 0.01508]		
GBE_INI25611	INI25611_s_asian	WA L2 in tract inferior longitudinal fasciculus (R)		0.12212 [0.10854, 0.13571]	Incremental R2 (full-covars) = 0.00278	age, sex, UKB array type, Genotype PCs
GBE_INI25611	INI25611_e_asian	WA L2 in tract inferior longitudinal fasciculus (R)		0.00966 [0.00044, 0.01889]		
GBE_INI25611	INI25611_e_asian	WA L2 in tract inferior longitudinal fasciculus (R)		0.15975 [0.12793, 0.19158]	Incremental R2 (full-covars) = 0.00262	age, sex, UKB array type, Genotype PCs
GBE_INI25611	INI25611_african	WA L2 in tract inferior longitudinal fasciculus (R)		0.00040 [-0.00057, 0.00138]		
GBE_INI25611	INI25611_african	WA L2 in tract inferior longitudinal fasciculus (R)		0.17275 [0.15604, 0.18946]	Incremental R2 (full-covars) = -0.00177	age, sex, UKB array type, Genotype PCs
GBE_INI25617	INI25617_test	WA L2 in tract superior longitudinal fasciculus (L)		0.02747 [0.02504, 0.02991]		
GBE_INI25617	INI25617_test	WA L2 in tract superior longitudinal fasciculus (L)		0.12398 [0.11932, 0.12864]	Incremental R2 (full-covars) = 0.02127	age, sex, UKB array type, Genotype PCs
GBE_INI25617	INI25617_non_british_white	WA L2 in tract superior longitudinal fasciculus (L)		0.01323 [0.01041, 0.01604]		
GBE_INI25617	INI25617_non_british_white	WA L2 in tract superior longitudinal fasciculus (L)		0.15143 [0.14323, 0.15963]	Incremental R2 (full-covars) = 0.01912	age, sex, UKB array type, Genotype PCs
GBE_INI25617	INI25617_s_asian	WA L2 in tract superior longitudinal fasciculus (L)		0.01057 [0.00607, 0.01508]		
GBE_INI25617	INI25617_s_asian	WA L2 in tract superior longitudinal fasciculus (L)		0.02654 [0.01952, 0.03357]	Incremental R2 (full-covars) = -0.01110	age, sex, UKB array type, Genotype PCs
GBE_INI25617	INI25617_e_asian	WA L2 in tract superior longitudinal fasciculus (L)		0.03230 [0.01582, 0.04878]		
GBE_INI25617	INI25617_e_asian	WA L2 in tract superior longitudinal fasciculus (L)		0.16186 [0.12990, 0.19381]	Incremental R2 (full-covars) = 0.04676	age, sex, UKB array type, Genotype PCs
GBE_INI25617	INI25617_african	WA L2 in tract superior longitudinal fasciculus (L)		0.00225 [-0.00005, 0.00456]		
GBE_INI25617	INI25617_african	WA L2 in tract superior longitudinal fasciculus (L)		0.05761 [0.04661, 0.06860]	Incremental R2 (full-covars) = -0.06215	age, sex, UKB array type, Genotype PCs
GBE_INI25619	INI25619_test	WA L2 in tract superior thalamic radiation (L)		0.01490 [0.01308, 0.01671]		
GBE_INI25619	INI25619_test	WA L2 in tract superior thalamic radiation (L)		0.10496 [0.10058, 0.10934]	Incremental R2 (full-covars) = 0.01321	age, sex, UKB array type, Genotype PCs
GBE_INI25619	INI25619_non_british_white	WA L2 in tract superior thalamic radiation (L)		0.00981 [0.00737, 0.01225]		
GBE_INI25619	INI25619_non_british_white	WA L2 in tract superior thalamic radiation (L)		0.12309 [0.11545, 0.13073]	Incremental R2 (full-covars) = 0.00709	age, sex, UKB array type, Genotype PCs
GBE_INI25619	INI25619_s_asian	WA L2 in tract superior thalamic radiation (L)		0.00323 [0.00072, 0.00573]		
GBE_INI25619	INI25619_s_asian	WA L2 in tract superior thalamic radiation (L)		0.03480 [0.02683, 0.04277]	Incremental R2 (full-covars) = 0.00381	age, sex, UKB array type, Genotype PCs
GBE_INI25619	INI25619_e_asian	WA L2 in tract superior thalamic radiation (L)		0.02898 [0.01332, 0.04465]		
GBE_INI25619	INI25619_e_asian	WA L2 in tract superior thalamic radiation (L)		0.17023 [0.13778, 0.20267]	Incremental R2 (full-covars) = 0.02145	age, sex, UKB array type, Genotype PCs
GBE_INI25619	INI25619_african	WA L2 in tract superior thalamic radiation (L)		0.00381 [0.00082, 0.00680]		
GBE_INI25619	INI25619_african	WA L2 in tract superior thalamic radiation (L)		0.15511 [0.13894, 0.17129]	Incremental R2 (full-covars) = -0.00494	age, sex, UKB array type, Genotype PCs
GBE_INI25621	INI25621_test	WA L2 in tract uncinate fasciculus (L)		0.00697 [0.00572, 0.00822]		
GBE_INI25621	INI25621_test	WA L2 in tract uncinate fasciculus (L)		0.10360 [0.09924, 0.10795]	Incremental R2 (full-covars) = 0.00664	age, sex, UKB array type, Genotype PCs
GBE_INI25621	INI25621_non_british_white	WA L2 in tract uncinate fasciculus (L)		0.01221 [0.00950, 0.01492]		
GBE_INI25621	INI25621_non_british_white	WA L2 in tract uncinate fasciculus (L)		0.15403 [0.14579, 0.16228]	Incremental R2 (full-covars) = 0.01462	age, sex, UKB array type, Genotype PCs
