#trait	trait_name	trait_category	trait_category_plot	family	pred_PRS	pred_covar	pred_full	pred_delta	n_variables	WBtest_P	WBtest_BYq	WBtest_is_significant	WBtest_BHq	trait_label	PGScatalog_ID	EFO_ID	EFO_label
INI21049	Degree bothered by pain in arms/legs/joints in the past 3 months	Digestive_health	Others	gaussian	0.000858120272505869	0.0112072775539502	0.0120601754683525	0.000852897914402301	534	4.62607198957781e-06	7.32584570770379e-05	TRUE	9.23444217307305e-06	Degree bothered by pain in arms/legs/joints in the past 3 months (INI21049)	PGS001386	EFO_0011014	health-related quality of life measurement
INI21051	Degree bothered by headaches in the last 3 months	Digestive_health	Others	gaussian	0.000892214521149071	0.0606972359770065	0.0612239194951342	0.0005266835181277	9	2.98431778602176e-06	4.78702339534853e-05	TRUE	6.03418260351945e-06	Degree bothered by headaches in the last 3 months (INI21051)	PGS001385	EFO_0011014	health-related quality of life measurement
INI21052	Degree bothered by chest pain in the last 3 months	Digestive_health	Others	gaussian	8.74882550888634e-05	0.0013088993591952	0.00135095017206777	4.20508128725701e-05	1	0.153014997913039	1	FALSE	0.218692668250142	Degree bothered by chest pain in the last 3 months (INI21052)			
INI21053	Degree bothered by dizziness in the last 3 months	Digestive_health	Others	gaussian	0.00036080937435512	0.00545839760303446	0.00570861043237358	0.00025021282933912	17	0.00297718768168074	0.0412533904401095	FALSE	0.00520011018061424	Degree bothered by dizziness in the last 3 months (INI21053)			
INI21058	Degree bothered by urinary frequency/bladder irritability in the last 3 months	Digestive_health	Others	gaussian	0.000928136396297408	0.0147908524104217	0.0156628063620293	0.0008719539516076	333	3.48970400411143e-06	5.5832659327678e-05	TRUE	7.03786954437421e-06	Degree bothered by urinary frequency/bladder irritability in the last 3 months (INI21058)	PGS001387	EFO_0011014	health-related quality of life measurement
INI21059	Degree bothered by nausea in the last 3 months	Digestive_health	Others	gaussian	9.29586931069926e-05	0.0184492530533985	0.0184968255114218	4.7572458023299e-05	5	0.131692895917502	1	FALSE	0.191898866025038	Degree bothered by nausea in the last 3 months (INI21059)			
INI21060	Degree bothered by feeling tired all the time in the last 3 months	Digestive_health	Others	gaussian	0.00164242825813243	0.0222534921272229	0.0233650597687297	0.0011115676415068	1526	2.31642805591364e-10	4.36410152358159e-09	TRUE	5.50107724962799e-10	Degree bothered by feeling tired all the time in the last 3 months (INI21060)	PGS001384	EFO_0011014	health-related quality of life measurement
INI21061	Degree bothered by trouble sleeping in the last 3 months	Digestive_health	Others	gaussian	9.26253952893141e-06	0.0439853777539289	0.043996958340156	1.15805862271057e-05	3	0.634157075758536	1	FALSE	0.718314641578758	Degree bothered by trouble sleeping in the last 3 months (INI21061)			
INI23201	L1-L4 ave. height	DXA_assessment	Others	gaussian	0.000371515583320603	0.28274522565988	0.272938730176144	-0.00980649548373597	250	0.610683832495116	1	FALSE	0.698115557235103	L1-L4 ave. height (INI23201)			
INI23209	Femur neck BMD (bone mineral density) T-score (R)	DXA_assessment	Others	gaussian	0.00218561181585675	0.0682496354986749	0.0699895406410038	0.0017399051423289	15	0.218016227008716	1	FALSE	0.298247723136924	Femur neck BMD (bone mineral density) T-score (R) (INI23209)			
INI23210	Femur shaft BMD (bone mineral density) (R)	DXA_assessment	Others	gaussian	0.000422776171820294	0.13667648844723	0.136896550841948	0.000220062394718001	8	0.587603095072401	1	FALSE	0.678670733423105	Femur shaft BMD (bone mineral density) (R) (INI23210)			
INI23212	Femur total BMD (bone mineral density) (R)	DXA_assessment	Others	gaussian	0.00147415756149305	0.186855818061993	0.187170290499338	0.000314472437345004	2	0.311092133837199	1	FALSE	0.407072900882288	Femur total BMD (bone mineral density) (R) (INI23212)			
INI23213	Femur total BMD (bone mineral density) T-score (R)	DXA_assessment	Others	gaussian	0.00161896347824675	0.0678767016021978	0.0685919352689396	0.000715233666741796	3	0.289827851612337	1	FALSE	0.382768428500681	Femur total BMD (bone mineral density) T-score (R) (INI23213)			
INI23220	Arm BMC (bone mineral content) (L)	DXA_assessment	Others	gaussian	7.88926200864237e-05	0.711715212325164	0.710989359987932	-0.000725852337231991	16	0.828825908115752	1	FALSE	0.881789630320294	Arm BMC (bone mineral content) (L) (INI23220)			
INI23222	Arm BMC (bone mineral content) (R)	DXA_assessment	Others	gaussian	0.000628714932909724	0.722540230510096	0.72068514547373	-0.001855085036366	41	0.541573684028221	1	FALSE	0.645516234199669	Arm BMC (bone mineral content) (R) (INI23222)			
INI23223	Arm BMD (bone mineral density) (R)	DXA_assessment	Others	gaussian	0.00180828982399139	0.481261159100103	0.482605139485339	0.00134398038523603	19	0.300408000624978	1	FALSE	0.39441151088766	Arm BMD (bone mineral density) (R) (INI23223)			
INI23224	Arms BMC (bone mineral content)	DXA_assessment	Others	gaussian	1.73168098513976e-05	0.723044558398201	0.722924948952161	-0.000119609446040059	15	0.912611670231588	1	FALSE	0.943353542874792	Arms BMC (bone mineral content) (INI23224)			
INI23244	Android bone mass	DXA_assessment	Others	gaussian	0.000807268799014826	0.331321589938274	0.329687726772892	-0.001633863165382	38	0.453583184567533	1	FALSE	0.556314799254067	Android bone mass (INI23244)			
INI23252	Arm total mass (L)	DXA_assessment	Others	gaussian	0.00113666431647563	0.368664360057104	0.361198972466861	-0.00746538759024301	113	0.411710122512071	1	FALSE	0.515873772403035	Arm total mass (L) (INI23252)			
INI23254	Arm lean mass (R)	DXA_assessment	Others	gaussian	0.00067305137114404	0.735104217776595	0.729807345864194	-0.00529687191240091	169	0.527648907852332	1	FALSE	0.632289847464701	Arm lean mass (R) (INI23254)			
INI23255	Arm tissue fat % (R)	DXA_assessment	Others	gaussian	0.000134390466810519	0.576582568897236	0.5766781569425	9.55880452639946e-05	3	0.777797098097112	1	FALSE	0.840063808503782	Arm tissue fat % (R) (INI23255)			
INI23256	Arm total mass (R)	DXA_assessment	Others	gaussian	0.00220841693785467	0.403330418752005	0.396397735955685	-0.00693268279631998	233	0.252406482426627	1	FALSE	0.339069652358516	Arm total mass (R) (INI23256)			
INI23257	Arms fat mass	DXA_assessment	Others	gaussian	3.62567397127478e-06	0.0715784061310663	0.0713256878244237	-0.000252718306642599	1	0.959950143936488	1	FALSE	0.973637054608298	Arms fat mass (INI23257)			
INI23260	Arms total mass	DXA_assessment	Others	gaussian	0.000871612893635909	0.397402768374455	0.38920165489919	-0.00820111347526498	199	0.436119530611782	1	FALSE	0.54040147696551	Arms total mass (INI23260)			
INI23262	Gynoid fat mass	DXA_assessment	Others	gaussian	0.00057040821251797	0.106207084000129	0.107080624243649	0.000873540243520002	19	0.528729783333648	1	FALSE	0.633100314397214	Gynoid fat mass (INI23262)			
INI23263	Gynoid lean mass	DXA_assessment	Others	gaussian	0.000680024135565671	0.676615805055157	0.672637781740978	-0.00397802331417896	34	0.491556315301157	1	FALSE	0.59588352706918	Gynoid lean mass (INI23263)			
INI23265	Gynoid total mass	DXA_assessment	Others	gaussian	0.00369748898822297	0.17940541402039	0.181917988773786	0.002512574753396	37	0.10847009887825	1	FALSE	0.161058543400817	Gynoid total mass (INI23265)			
INI23267	Leg lean mass (L)	DXA_assessment	Others	gaussian	0.00863963685462854	0.625876036136797	0.625687733135928	-0.000188303000869028	8	0.0233640744482517	0.298920142490117	FALSE	0.0376797557623822	Leg lean mass (L) (INI23267)			
INI23269	Leg total mass (L)	DXA_assessment	Others	gaussian	0.000593132413821751	0.167827533020605	0.161079596814544	-0.00674793620606098	77	0.553245284877019	1	FALSE	0.653949298211884	Leg total mass (L) (INI23269)			
INI23271	Leg lean mass (R)	DXA_assessment	Others	gaussian	0.00184939504066073	0.634705682860523	0.631425357590306	-0.00328032527021693	71	0.294973495351792	1	FALSE	0.388907767671065	Leg lean mass (R) (INI23271)			
INI23272	Leg tissue fat % (R)	DXA_assessment	Others	gaussian	0.00414309252222422	0.623602786689491	0.624496649616064	0.000893862926573008	9	0.11678746627168	1	FALSE	0.172102057170602	Leg tissue fat % (R) (INI23272)			
INI23273	Leg total mass (R)	DXA_assessment	Others	gaussian	0.00111574377213941	0.173765600592683	0.169653374877675	-0.00411222571500799	77	0.416049370552579	1	FALSE	0.519232268672078	Leg total mass (R) (INI23273)			
INI23275	Legs lean mass	DXA_assessment	Others	gaussian	0.00568731643190812	0.64403950091412	0.644193522118409	0.000154021204288979	9	0.0464052771504091	0.574417789260466	FALSE	0.0724070376275077	Legs lean mass (INI23275)			
INI23277	Legs total mass	DXA_assessment	Others	gaussian	0.000528179463514356	0.170295163894893	0.163392844304919	-0.006902319589974	95	0.544399734912094	1	FALSE	0.646479865226157	Legs total mass (INI23277)			
INI23279	Total fat-free mass	DXA_assessment	Others	gaussian	0.000166648317302065	0.705486906727121	0.702566089263459	-0.00292081746366202	39	0.733509496314745	1	FALSE	0.801635727466883	Total fat-free mass (INI23279)			
INI23280	Total lean mass	DXA_assessment	Others	gaussian	1.15493448527015e-06	0.701639318820043	0.699973298574902	-0.00166602024514106	9	0.977389542699262	1	FALSE	0.986211885444452	Total lean mass (INI23280)			
INI23285	Trunk lean mass	DXA_assessment	Others	gaussian	0.00196086577905585	0.662989369863293	0.658815291776951	-0.00417407808634207	10	0.242651847495454	1	FALSE	0.327370811491712	Trunk lean mass (INI23285)			
INI23290	Femur shaft BMD (bone mineral density) (L)	DXA_assessment	Others	gaussian	0.0058715660343257	0.128389689255511	0.129086177112156	0.000696487856645001	1	0.0429921034989215	0.536447291980789	FALSE	0.0676207457043338	Femur shaft BMD (bone mineral density) (L) (INI23290)			
INI23298	Femur troch BMD (bone mineral density) T-score (L)	DXA_assessment	Others	gaussian	0.00727918490534707	0.0386683006721205	0.0452949997345635	0.006626699062443	76	0.0243914468653783	0.310913836215053	FALSE	0.0391915958360545	Femur troch BMD (bone mineral density) T-score (L) (INI23298)			
INI23299	Femur neck BMD (bone mineral density) (L)	DXA_assessment	Others	gaussian	0.00012431958122372	0.123464631554433	0.123468950972197	4.31941776399269e-06	1	0.768391337311807	1	FALSE	0.831626862304964	Femur neck BMD (bone mineral density) (L) (INI23299)			
INI23305	Head bone area	DXA_assessment	Others	gaussian	0.000268442503245203	0.274559878333661	0.269556832348175	-0.00500304598548601	25	0.665654887513661	1	FALSE	0.746774121117476	Head bone area (INI23305)			
INI23307	Pelvis bone area	DXA_assessment	Others	gaussian	0.00335416334358052	0.538045580242698	0.533643032058219	-0.00440254818447905	42	0.126353508730585	1	FALSE	0.185152847531241	Pelvis bone area (INI23307)			
INI23311	Spine bone area	DXA_assessment	Others	gaussian	6.9449229787022e-05	0.336447077663537	0.33567259946125	-0.000774478202286988	6	0.826041821518681	1	FALSE	0.880594709784106	Spine bone area (INI23311)			
INI23313	Arm bone area (L)	DXA_assessment	Others	gaussian	0.000220631898740331	0.6325067100052	0.632066355937624	-0.000440354067576032	21	0.717667178268247	1	FALSE	0.789282595916941	Arm bone area (L) (INI23313)			
INI23314	Arm bone area (R)	DXA_assessment	Others	gaussian	2.61489623971656e-05	0.646660689871179	0.645812122443749	-0.000848567427430003	14	0.900940965875316	1	FALSE	0.934926613730479	Arm bone area (R) (INI23314)			
INI23315	Leg bone area (L)	DXA_assessment	Others	gaussian	0.00458054761282078	0.564596472168906	0.563297719517176	-0.00129875265172996	30	0.0990849103648504	1	FALSE	0.147683699734277	Leg bone area (L) (INI23315)			
INI23316	Leg bone area (R)	DXA_assessment	Others	gaussian	7.50791911134918e-05	0.566101016218055	0.559735823945039	-0.00636519227301602	50	0.832951805483978	1	FALSE	0.884375560096625	Leg bone area (R) (INI23316)			
INI23317	Arms combined bone area	DXA_assessment	Others	gaussian	0.000493464672044142	0.652157687195573	0.652144280177432	-1.34070181410095e-05	1	0.557936594640701	1	FALSE	0.657013371416627	Arms combined bone area (INI23317)			
INI23318	Legs combined bone area	DXA_assessment	Others	gaussian	0.00261016166156203	0.570767911080007	0.570475193365008	-0.000292717714999058	10	0.177582344918682	1	FALSE	0.24858351502481	Legs combined bone area (INI23318)			
INI20022	Birth weight	Early_life_factors	Others	gaussian	0.0274075114926171	0.0247476124772842	0.0516242770562637	0.0268766645789795	6278	2.54467754049916e-238	1.95020015038796e-236	TRUE	2.45828416721061e-237	Birth weight (INI20022)	PGS001226	EFO_0004344	birth weight
QT_FC1001687	Comparative body size at age 10	Early_life_factors	Others	gaussian	0.0552675519781491	0.00461273591154343	0.0603918154140067	0.0557790795024633	13034	0	0	TRUE	0	Comparative body size at age 10 (QT_FC1001687)	PGS000999	EFO_0009819	comparative body size at age 10, self-reported
QT_FC1001697	Comparative height size at age 10	Early_life_factors	Others	gaussian	0.146124185846449	0.00234465527490468	0.146799575658496	0.144454920383591	24144	0	0	TRUE	0	Comparative height size at age 10 (QT_FC1001697)	PGS000998	EFO_0009819	comparative body size at age 10, self-reported
INI12336	Ventricular rate	ECG_at_rest,_12-lead	Others	gaussian	0.00222705203856721	0.0160087803769601	0.0182489091675767	0.0022401287906166	80	0.000645732140151782	0.00920440440485474	FALSE	0.00116024201990533	Ventricular rate (INI12336)			
INI12338	P duration	ECG_at_rest,_12-lead	Others	gaussian	0.00305099704843781	0.0115858641467368	0.0145215563424173	0.0029356921956805	107	0.000101329487382263	0.0015030444732754	FALSE	0.000189463139490133	P duration (INI12338)			
INI12340	QRS duration	ECG_at_rest,_12-lead	Others	gaussian	0.0216433149938924	0.0982558096215389	0.116970932661239	0.0187151230397001	401	1.16060493828662e-26	3.33550895324382e-25	TRUE	4.2045063157837e-26	QRS duration (INI12340)	PGS001525	EFO_0005055	QRS duration
INI22330	PQ interval	ECG_at_rest,_12-lead	Others	gaussian	0.024878454351895	0.0561907244457364	0.0798218674875803	0.0236311430418439	391	4.02172210242394e-20	1.01486528853483e-18	TRUE	1.27926729477509e-19	PQ interval (INI22330)	PGS001521	EFO_0004462	PR interval
INI22331	QT interval	ECG_at_rest,_12-lead	Others	gaussian	0.0150279670352378	0.00284061189516549	0.0177682056314048	0.0149275937362393	609	2.85211067321192e-13	5.90169235720563e-12	TRUE	7.43925533929443e-13	QT interval (INI22331)	PGS001526	EFO_0004682	QT interval
INI22332	QTC interval	ECG_at_rest,_12-lead	Others	gaussian	0.0242253742478585	0.0565159771800889	0.0762766382047201	0.0197606610246312	115	1.51859080954557e-20	3.8635130954965e-19	TRUE	4.87007093635003e-20	QTC interval (INI22332)	PGS001527	EFO_0004682	QT interval
INI22333	RR interval	ECG_at_rest,_12-lead	Others	gaussian	0.00331158531229925	0.0151280836074568	0.0178511265611913	0.0027230429537345	101	0.000632508458044916	0.0090366612875704	FALSE	0.00113909751074832	RR interval (INI22333)			
INI22334	PP interval	ECG_at_rest,_12-lead	Others	gaussian	0.00092256588416717	0.0127221185290243	0.0134462416413731	0.000724123112348801	33	0.0714499400374714	0.866290108278019	FALSE	0.109198394686175	PP interval (INI22334)			
INI22335	P axis	ECG_at_rest,_12-lead	Others	gaussian	0.000103159758454874	0.00756604927851767	0.00747905027947593	-8.69989990417396e-05	1	0.556406695274693	1	FALSE	0.656199305278745	P axis (INI22335)			
INI22337	T axis	ECG_at_rest,_12-lead	Others	gaussian	0.00011013748428268	0.00961564131379111	0.00970962815189513	9.39868381040192e-05	2	0.534060855724895	1	FALSE	0.637830177225579	T axis (INI22337)			
INI22338	QRS num	ECG_at_rest,_12-lead	Others	gaussian	0.00421849896912518	0.00944142496672318	0.0121057274833504	0.00266430251662722	55	0.000114411054506102	0.00169304098277317	FALSE	0.000213412753637723	QRS num (INI22338)			
INI20121	Cascot confidence score	Employment	Others	gaussian	8.69597373609476e-06	0.00742067449303641	0.00739882136329562	-2.18531297407898e-05	5	0.897068316210829	1	FALSE	0.933816992818383	Cascot confidence score (INI20121)			
INI5078	LogMAR in round (L)	Eye_measures	Others	gaussian	0.000576547692577201	0.0288618400960006	0.0293282345031258	0.0004663944071252	5	0.0017879624736669	0.0250545219690538	FALSE	0.0031581955657886	LogMAR in round (L) (INI5078)			
INI5079	LogMAR in round (R)	Eye_measures	Others	gaussian	0.000463775607159822	0.0330947643253245	0.0333176712237426	0.000222906898418099	1	0.00507277373700419	0.0698233043344173	FALSE	0.00880143115123233	LogMAR in round (R) (INI5079)			
INI5084	Spherical power (R)	Eye_measures	Others	gaussian	0.0951828605807238	0.0224131225868462	0.116913441308976	0.0945003187221298	7350	0	0	TRUE	0	Spherical power (R) (INI5084)	PGS001100	EFO_0007814	refractive error measurement
INI5085	Spherical power (L)	Eye_measures	Others	gaussian	0.0919436189070933	0.0198652599194248	0.111492680631184	0.0916274207117592	6639	0	0	TRUE	0	Spherical power (L) (INI5085)	PGS001099	EFO_0007814	refractive error measurement
INI5089	Astigmatism angle (L)	Eye_measures	Others	gaussian	0.000437924702710424	0.00373218279495458	0.00412298975790981	0.00039080696295523	44	0.00722673087730929	0.097843952853738	FALSE	0.0123335156193992	Astigmatism angle (L) (INI5089)			
INI5096	3mm weak meridian (L)	Eye_measures	Others	gaussian	0.160033912174729	0.0460096154873675	0.208426038198838	0.162416422711471	8600	0	0	TRUE	0	3mm weak meridian (L) (INI5096)	PGS001362	EFO_0004731	eye measurement
INI5097	6mm weak meridian (L)	Eye_measures	Others	gaussian	0.164514428168063	0.0515698901308597	0.216932771563078	0.165362881432218	8580	0	0	TRUE	0	6mm weak meridian (L) (INI5097)	PGS001367	EFO_0004731	eye measurement
INI5098	6mm weak meridian (R)	Eye_measures	Others	gaussian	0.167785672478291	0.0521172783009454	0.222460501896641	0.170343223595696	8730	0	0	TRUE	0	6mm weak meridian (R) (INI5098)	PGS001368	EFO_0004731	eye measurement
INI5099	3mm weak meridian (R)	Eye_measures	Others	gaussian	0.167523635776602	0.0440543651500045	0.214265815243858	0.170211450093854	8983	0	0	TRUE	0	3mm weak meridian (R) (INI5099)	PGS001363	EFO_0004731	eye measurement
INI5101	6mm weak meridian angle (R)	Eye_measures	Others	gaussian	2.61750550294426e-05	0.000530392541795877	0.000558872779534925	2.8480237739048e-05	3	0.544447579787907	1	FALSE	0.646479865226157	6mm weak meridian angle (R) (INI5101)			
INI5103	3mm weak meridian angle (L)	Eye_measures	Others	gaussian	0.00053418183488485	0.00066839374659633	0.00104940223921379	0.00038100849261746	33	0.00353526852683453	0.0488773344776298	FALSE	0.0061611305617996	3mm weak meridian angle (L) (INI5103)			
INI5104	3mm strong meridian angle (L)	Eye_measures	Others	gaussian	0.00162827495290463	0.00207842276639658	0.00337185521444516	0.00129343244804858	976	3.50562774955956e-07	5.92161137939391e-06	TRUE	7.46436384770165e-07	3mm strong meridian angle (L) (INI5104)	PGS001361	EFO_0004731	eye measurement
INI5105	6mm strong meridian angle (L)	Eye_measures	Others	gaussian	0.000181625084978321	0.000917871890207866	0.00110049703058623	0.000182625140378364	59	0.113046709001221	1	FALSE	0.16681854683711	6mm strong meridian angle (L) (INI5105)			
INI5107	3mm strong meridian angle (R)	Eye_measures	Others	gaussian	3.78579786447508e-05	0.00341877451862027	0.00342849885220897	9.72433358870008e-06	1	0.436963425447913	1	FALSE	0.541018798121823	3mm strong meridian angle (R) (INI5107)			
INI5109	6mm asymmetry angle (R)	Eye_measures	Others	gaussian	7.18341362881958e-05	0.00207712668551574	0.0020219244308658	-5.52022546499399e-05	89	0.427866666846691	1	FALSE	0.532705913774918	6mm asymmetry angle (R) (INI5109)			
INI5111	3mm asymmetry angle (L)	Eye_measures	Others	gaussian	0.000496548238476779	0.000892801681705802	0.00134553761613299	0.000452735934427188	89	0.00541631267084846	0.0742227383339359	FALSE	0.00935599263783426	3mm asymmetry angle (L) (INI5111)			
INI5112	3mm cylindrical power angle (L)	Eye_measures	Others	gaussian	0.000415510379715323	0.00066189572444797	0.000878228381132384	0.000216332656684414	6	0.0101014188512003	0.135435599998175	FALSE	0.0170720523781085	3mm cylindrical power angle (L) (INI5112)			
INI5113	6mm cylindrical power angle (L)	Eye_measures	Others	gaussian	0.00179329058097222	0.0011504031211883	0.00293265489056949	0.00178225176938119	319	6.36224757861171e-07	1.06312221869362e-05	TRUE	1.34009656265509e-06	6mm cylindrical power angle (L) (INI5113)	PGS001364	EFO_0004731	eye measurement
INI5114	6mm cylindrical power angle (R)	Eye_measures	Others	gaussian	3.20225081200665e-05	0.000516457432153228	0.000549529815370597	3.3072383217369e-05	3	0.502652814823544	1	FALSE	0.606516310870352	6mm cylindrical power angle (R) (INI5114)			
INI5116	3mm cylindrical power (R)	Eye_measures	Others	gaussian	0.00262349565871689	0.00492858024634968	0.0074624310736211	0.00253385082727142	148	9.47295506789182e-11	1.81778552207445e-09	TRUE	2.29137166634478e-10	3mm cylindrical power (R) (INI5116)	PGS001358	EFO_0004731	eye measurement
INI5117	6mm cylindrical power (R)	Eye_measures	Others	gaussian	0.000410988233008558	0.000511788022133586	0.000916817333016962	0.000405029310883376	26	0.016309457580579	0.213146082836539	FALSE	0.0268676853827433	6mm cylindrical power (R) (INI5117)			
INI5118	6mm cylindrical power (L)	Eye_measures	Others	gaussian	0.000461910229210938	0.00200098417527061	0.00220410166059482	0.00020311748532421	1	0.0114949231880957	0.152635623862497	FALSE	0.0192401655501281	6mm cylindrical power (L) (INI5118)			
INI5119	3mm cylindrical power (L)	Eye_measures	Others	gaussian	0.000954805009034443	0.00605677275115168	0.00637699896018806	0.00032022620903638	1	9.61366438700706e-05	0.00142772354885039	FALSE	0.000179968717292656	3mm cylindrical power (L) (INI5119)			
INI5132	3mm strong meridian (R)	Eye_measures	Others	gaussian	0.157606998229351	0.0485001786928161	0.207752779850922	0.159252601158106	10082	0	0	TRUE	0	3mm strong meridian (R) (INI5132)	PGS001360	EFO_0004731	eye measurement
INI5133	6mm strong meridian (R)	Eye_measures	Others	gaussian	0.165373501823425	0.0537989657343793	0.220831552500997	0.167032586766618	9219	0	0	TRUE	0	6mm strong meridian (R) (INI5133)	PGS001366	EFO_0004731	eye measurement
INI5134	6mm strong meridian (L)	Eye_measures	Others	gaussian	0.164970698032751	0.0581548718792968	0.222922885987097	0.1647680141078	8504	0	0	TRUE	0	6mm strong meridian (L) (INI5134)	PGS001365	EFO_0004731	eye measurement
INI5135	3mm strong meridian (L)	Eye_measures	Others	gaussian	0.150927723755422	0.0509186631070067	0.203351072315409	0.152432409208402	9497	0	0	TRUE	0	3mm strong meridian (L) (INI5135)	PGS001359	EFO_0004731	eye measurement
INI5157	6mm asymmetry index (L)	Eye_measures	Others	gaussian	0.000211034176500591	0.00233510385510738	0.00250367376659721	0.00016856991148983	27	0.180352315565006	1	FALSE	0.252235365379119	6mm asymmetry index (L) (INI5157)			
INI5158	6mm asymmetry index (R)	Eye_measures	Others	gaussian	0.00243314824914709	0.00343434997144576	0.0046509190820766	0.00121656911063084	328	0.000128464305332848	0.00188973744906014	FALSE	0.000238206916879037	6mm asymmetry index (R) (INI5158)			
INI5160	3mm regularity index (R)	Eye_measures	Others	gaussian	2.22096462175747e-05	0.0329511344675238	0.0327957870524478	-0.000155347415075995	14	0.555363524211707	1	FALSE	0.655462982949715	3mm regularity index (R) (INI5160)			
INI5199	LogMAR, initial (R)	Eye_measures	Others	gaussian	0.000342360513343354	0.0288145130893568	0.0289823887129331	0.0001678756235763	1	0.0160536823514879	0.210024469545076	FALSE	0.0264741969231597	LogMAR, initial (R) (INI5199)			
INI5201	LogMAR, final (R)	Eye_measures	Others	gaussian	0.000822843694580078	0.0346259837775517	0.0350647561411316	0.000438772363579899	1	0.00019812222288491	0.00288367029855179	FALSE	0.000363495051365632	LogMAR, final (R) (INI5201)			
INI5206	LogMAR, initial (L)	Eye_measures	Others	gaussian	0.000456915001501579	0.0240954400764605	0.0244459292146887	0.000350489138228199	3	0.00542893371522136	0.0743136675934129	FALSE	0.0093674545361868	LogMAR, initial (L) (INI5206)			
INI5208	LogMAR, final (L)	Eye_measures	Others	gaussian	0.000618801246952572	0.0314991499006512	0.0320204827690365	0.000521332868385301	8	0.00125340774194955	0.0176836187907262	FALSE	0.00222907172289892	LogMAR, final (L) (INI5208)			
INI5237	3mm index of best keratometry results (R)	Eye_measures	Others	gaussian	4.28101623214383e-05	0.00236495775120271	0.00238827738237302	2.331963117031e-05	2	0.408457417089156	1	FALSE	0.51261897172777	3mm index of best keratometry results (R) (INI5237)			
INI5254	Intra-ocular pressure, corneal-compensated (R)	Eye_measures	Others	gaussian	0.016626606337158	0.0204258255322896	0.0369971294412134	0.0165713039089238	1563	2.41614157335316e-61	1.12349866358477e-59	TRUE	1.41620283232123e-60	Intra-ocular pressure, corneal-compensated (R) (INI5254)	PGS001410	EFO_0004695	intraocular pressure measurement
INI5255	Intra-ocular pressure, Goldmann-correlated (R)	Eye_measures	Others	gaussian	0.0448315242834881	0.00694257811355237	0.0517313298748495	0.0447887517612971	3584	1.74182166152736e-164	1.19477618046117e-162	TRUE	1.50605022115487e-163	Intra-ocular pressure, Goldmann-correlated (R) (INI5255)	PGS001185	EFO_0004695	intraocular pressure measurement
INI5256	Corneal hysteresis (R)	Eye_measures	Others	gaussian	0.0377423936933972	0.0198376898721945	0.0572661670591107	0.0374284771869162	2500	2.70199357352244e-138	1.74720766578349e-136	TRUE	2.2024062200847e-137	Corneal hysteresis (R) (INI5256)	PGS001381	EFO_0010066	corneal hysteresis
INI5257	Corneal resistance factor (R)	Eye_measures	Others	gaussian	0.0664691046564575	0.00697166847494324	0.0728616528311746	0.0658899843562314	3941	6.48430491175439e-77	3.35439058334258e-75	TRUE	4.22830716120651e-76	Corneal resistance factor (R) (INI5257)	PGS001383	EFO_0010067	corneal resistance factor
INI5262	Intra-ocular pressure, corneal-compensated (L)	Eye_measures	Others	gaussian	0.0156761950476481	0.0217150480026947	0.0366750757477813	0.0149600277450866	1166	7.37233571357085e-58	3.31632790137328e-56	TRUE	4.18032804048492e-57	Intra-ocular pressure, corneal-compensated (L) (INI5262)	PGS001409	EFO_0004695	intraocular pressure measurement
INI5263	Intra-ocular pressure, Goldmann-correlated (L)	Eye_measures	Others	gaussian	0.0440268093083633	0.00884042690158782	0.0521879996884902	0.0433475727869024	3513	2.39937713301079e-161	1.61898243133585e-159	TRUE	2.04077457237059e-160	Intra-ocular pressure, Goldmann-correlated (L) (INI5263)	PGS001411	EFO_0004695	intraocular pressure measurement
INI5264	Corneal hysteresis (L)	Eye_measures	Others	gaussian	0.0350352036436639	0.0152707026378879	0.0491747709784275	0.0339040683405396	2240	3.22512756501928e-128	2.04292427633837e-126	TRUE	2.57516563227305e-127	Corneal hysteresis (L) (INI5264)	PGS001380	EFO_0010066	corneal hysteresis
INI5265	Corneal resistance factor (L)	Eye_measures	Others	gaussian	0.0548758930309271	0.00414935586566567	0.0581699128521316	0.0540205569864659	2390	1.00756194482971e-201	7.27285204390557e-200	TRUE	9.16764211429358e-201	Corneal resistance factor (L) (INI5265)	PGS001382	EFO_0010067	corneal resistance factor
INI5292	3mm index of best keratometry results (L)	Eye_measures	Others	gaussian	1.43512966532811e-05	0.0012421991765682	0.00124346597421832	1.26679765011998e-06	1	0.632620045159305	1	FALSE	0.717427804836458	3mm index of best keratometry results (L) (INI5292)			
INI1807	Father's age at death	Family_history	Others	gaussian	0.000688083001474715	0.0180318317128322	0.0186350161049005	0.000603184392068298	398	3.18024147118622e-09	5.75569038975854e-08	TRUE	7.25521560117556e-09	Father's age at death (INI1807)	PGS001393	EFO_0009712	father's age at death
INI1845	Mother's age	Family_history	Others	gaussian	0.000185488764844033	0.639532491299477	0.639544578336938	1.20870374610282e-05	1	0.0279067030086623	0.353544347624095	FALSE	0.0445652961311801	Mother's age (INI1845)			
INI3982	# of adopted sisters	Family_history	Others	gaussian	0.00341322875194838	0.0134182350852498	0.00443316454312692	-0.00898507054212288	68	0.0984715092580672	1	FALSE	0.146909353659557	# of adopted sisters (INI3982)			
INI5057	# of older siblings	Family_history	Others	gaussian	8.95695633584825e-06	0.00639834076372858	0.00629829049055264	-0.00010005027317594	27	0.643119275743943	1	FALSE	0.725653688925213	# of older siblings (INI5057)			
