trait_category	trait	trait_name	PGScatalog_ID	EFO_ID	EFO_label
Diffusion_brain_MRI	INI25379	Mean ICVF in cingulum cingulate gyrus on FA skeleton (L)	PGS001457	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25380	Mean ICVF in cingulum hippocampus on FA skeleton (R)	PGS001460	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25381	Mean ICVF in cingulum hippocampus on FA skeleton (L)	PGS001459	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25382	Mean ICVF in fornix cres+stria terminalis on FA skeleton (R)	PGS001464	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25383	Mean ICVF in fornix cres+stria terminalis on FA skeleton (L)	PGS001463	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25384	Mean ICVF in superior longitudinal fasciculus on FA skeleton (R)	PGS001489	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25385	Mean ICVF in superior longitudinal fasciculus on FA skeleton (L)	PGS001488	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25386	Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (R)	PGS001487	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25387	Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (L)	PGS001486	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25388	Mean ICVF in uncinate fasciculus on FA skeleton (R)	PGS001492	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25389	Mean ICVF in uncinate fasciculus on FA skeleton (L)	PGS001491	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25391	Mean ICVF in tapetum on FA skeleton (L)	PGS001490	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25440	Mean ISOVF in middle cerebellar peduncle on FA skeleton			
Diffusion_brain_MRI	INI25441	Mean ISOVF in pontine crossing tract on FA skeleton			
Diffusion_brain_MRI	INI25443	Mean ISOVF in body of corpus callosum on FA skeleton	PGS001495	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25445	Mean ISOVF in fornix on FA skeleton	PGS001499	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25446	Mean ISOVF in corticospinal tract on FA skeleton (R)			
Diffusion_brain_MRI	INI25447	Mean ISOVF in corticospinal tract on FA skeleton (L)			
Diffusion_brain_MRI	INI25451	Mean ISOVF in inferior cerebellar peduncle on FA skeleton (L)			
Diffusion_brain_MRI	INI25452	Mean ISOVF in superior cerebellar peduncle on FA skeleton (R)	PGS001504	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25453	Mean ISOVF in superior cerebellar peduncle on FA skeleton (L)			
Diffusion_brain_MRI	INI25457	Mean ISOVF in anterior limb of internal capsule on FA skeleton (L)			
Diffusion_brain_MRI	INI25458	Mean ISOVF in posterior limb of internal capsule on FA skeleton (R)			
Diffusion_brain_MRI	INI25460	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (R)			
Diffusion_brain_MRI	INI25461	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (L)			
Diffusion_brain_MRI	INI25462	Mean ISOVF in anterior corona radiata on FA skeleton (R)	PGS001494	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25463	Mean ISOVF in anterior corona radiata on FA skeleton (L)	PGS001493	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25464	Mean ISOVF in superior corona radiata on FA skeleton (R)	PGS001506	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25465	Mean ISOVF in superior corona radiata on FA skeleton (L)	PGS001505	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25467	Mean ISOVF in posterior corona radiata on FA skeleton (L)	PGS001500	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25469	Mean ISOVF in posterior thalamic radiation on FA skeleton (L)	PGS001501	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25470	Mean ISOVF in sagittal stratum on FA skeleton (R)	PGS001503	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25471	Mean ISOVF in sagittal stratum on FA skeleton (L)	PGS001502	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25473	Mean ISOVF in external capsule on FA skeleton (L)	PGS001498	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25474	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (R)	PGS001497	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25475	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (L)	PGS001496	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25482	Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (R)			
Diffusion_brain_MRI	INI25483	Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (L)			
Diffusion_brain_MRI	INI25488	WA FA in tract acoustic radiation (L)	PGS001643	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25489	WA FA in tract acoustic radiation (R)	PGS001644	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25490	WA FA in tract anterior thalamic radiation (L)	PGS001645	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25491	WA FA in tract anterior thalamic radiation (R)	PGS001646	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25492	WA FA in tract cingulate gyrus part of cingulum (L)	PGS001647	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25493	WA FA in tract cingulate gyrus part of cingulum (R)	PGS001648	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25495	WA FA in tract parahippocampal part of cingulum (R)			
Diffusion_brain_MRI	INI25497	WA FA in tract corticospinal tract (R)	PGS001649	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25498	WA FA in tract forceps major	PGS001650	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25499	WA FA in tract forceps minor	PGS001651	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25500	WA FA in tract inferior fronto-occipital fasciculus (L)	PGS001652	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25501	WA FA in tract inferior fronto-occipital fasciculus (R)	PGS001653	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25502	WA FA in tract inferior longitudinal fasciculus (L)	PGS001654	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25503	WA FA in tract inferior longitudinal fasciculus (R)	PGS001655	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25506	WA FA in tract medial lemniscus (R)			
Diffusion_brain_MRI	INI25507	WA FA in tract posterior thalamic radiation (L)	PGS001656	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25508	WA FA in tract posterior thalamic radiation (R)	PGS001657	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25509	WA FA in tract superior longitudinal fasciculus (L)	PGS001658	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25511	WA FA in tract superior thalamic radiation (L)			
Diffusion_brain_MRI	INI25512	WA FA in tract superior thalamic radiation (R)			
Diffusion_brain_MRI	INI25513	WA FA in tract uncinate fasciculus (L)	PGS001659	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25514	WA FA in tract uncinate fasciculus (R)	PGS001660	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25515	WA MD in tract acoustic radiation (L)			
Diffusion_brain_MRI	INI25516	WA MD in tract acoustic radiation (R)	PGS001744	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25517	WA MD in tract anterior thalamic radiation (L)	PGS001745	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25519	WA MD in tract cingulate gyrus part of cingulum (L)	PGS001746	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25520	WA MD in tract cingulate gyrus part of cingulum (R)	PGS001747	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25521	WA MD in tract parahippocampal part of cingulum (L)			
Diffusion_brain_MRI	INI25523	WA MD in tract corticospinal tract (L)			
Diffusion_brain_MRI	INI25524	WA MD in tract corticospinal tract (R)			
Diffusion_brain_MRI	INI25525	WA MD in tract forceps major	PGS001748	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25526	WA MD in tract forceps minor	PGS001749	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25527	WA MD in tract inferior fronto-occipital fasciculus (L)	PGS001750	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25528	WA MD in tract inferior fronto-occipital fasciculus (R)	PGS001751	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25529	WA MD in tract inferior longitudinal fasciculus (L)	PGS001752	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25530	WA MD in tract inferior longitudinal fasciculus (R)	PGS001753	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25531	WA MD in tract middle cerebellar peduncle			
Diffusion_brain_MRI	INI25533	WA MD in tract medial lemniscus (R)			
Diffusion_brain_MRI	INI25536	WA MD in tract superior longitudinal fasciculus (L)	PGS001754	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25538	WA MD in tract superior thalamic radiation (L)	PGS001755	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25539	WA MD in tract superior thalamic radiation (R)	PGS001756	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25540	WA MD in tract uncinate fasciculus (L)	PGS001757	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25541	WA MD in tract uncinate fasciculus (R)	PGS001758	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25542	WA MO in tract acoustic radiation (L)			
Diffusion_brain_MRI	INI25543	WA MO in tract acoustic radiation (R)			
Diffusion_brain_MRI	INI25544	WA MO in tract anterior thalamic radiation (L)			
Diffusion_brain_MRI	INI25545	WA MO in tract anterior thalamic radiation (R)			
Diffusion_brain_MRI	INI25548	WA MO in tract parahippocampal part of cingulum (L)			
Diffusion_brain_MRI	INI25549	WA MO in tract parahippocampal part of cingulum (R)			
Diffusion_brain_MRI	INI25551	WA MO in tract corticospinal tract (R)			
Diffusion_brain_MRI	INI25553	WA MO in tract forceps minor	PGS001759	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25555	WA MO in tract inferior fronto-occipital fasciculus (R)			
Diffusion_brain_MRI	INI25558	WA MO in tract middle cerebellar peduncle	PGS001761	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25560	WA MO in tract medial lemniscus (R)	PGS001760	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25561	WA MO in tract posterior thalamic radiation (L)	PGS001762	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25562	WA MO in tract posterior thalamic radiation (R)	PGS001763	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25563	WA MO in tract superior longitudinal fasciculus (L)	PGS001764	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25564	WA MO in tract superior longitudinal fasciculus (R)			
Diffusion_brain_MRI	INI25566	WA MO in tract superior thalamic radiation (R)	PGS001765	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25570	WA L1 in tract acoustic radiation (R)			
Diffusion_brain_MRI	INI25571	WA L1 in tract anterior thalamic radiation (L)			
Diffusion_brain_MRI	INI25572	WA L1 in tract anterior thalamic radiation (R)			
Diffusion_brain_MRI	INI25578	WA L1 in tract corticospinal tract (R)			
Diffusion_brain_MRI	INI25579	WA L1 in tract forceps major			
Diffusion_brain_MRI	INI25580	WA L1 in tract forceps minor	PGS001704	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25581	WA L1 in tract inferior fronto-occipital fasciculus (L)	PGS001705	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25582	WA L1 in tract inferior fronto-occipital fasciculus (R)	PGS001706	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25583	WA L1 in tract inferior longitudinal fasciculus (L)	PGS001707	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25584	WA L1 in tract inferior longitudinal fasciculus (R)	PGS001708	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25585	WA L1 in tract middle cerebellar peduncle			
Diffusion_brain_MRI	INI25589	WA L1 in tract posterior thalamic radiation (R)			
Diffusion_brain_MRI	INI25590	WA L1 in tract superior longitudinal fasciculus (L)	PGS001709	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25591	WA L1 in tract superior longitudinal fasciculus (R)	PGS001710	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25592	WA L1 in tract superior thalamic radiation (L)	PGS001711	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25593	WA L1 in tract superior thalamic radiation (R)	PGS001712	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25594	WA L1 in tract uncinate fasciculus (L)	PGS001713	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25597	WA L2 in tract acoustic radiation (R)	PGS001714	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25598	WA L2 in tract anterior thalamic radiation (L)	PGS001715	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25599	WA L2 in tract anterior thalamic radiation (R)	PGS001716	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25600	WA L2 in tract cingulate gyrus part of cingulum (L)	PGS001717	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25601	WA L2 in tract cingulate gyrus part of cingulum (R)	PGS001718	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25602	WA L2 in tract parahippocampal part of cingulum (L)			
Diffusion_brain_MRI	INI25604	WA L2 in tract corticospinal tract (L)			
Diffusion_brain_MRI	INI25605	WA L2 in tract corticospinal tract (R)			
Diffusion_brain_MRI	INI25606	WA L2 in tract forceps major	PGS001719	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25607	WA L2 in tract forceps minor	PGS001720	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25608	WA L2 in tract inferior fronto-occipital fasciculus (L)	PGS001721	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25609	WA L2 in tract inferior fronto-occipital fasciculus (R)	PGS001722	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25610	WA L2 in tract inferior longitudinal fasciculus (L)	PGS001723	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25611	WA L2 in tract inferior longitudinal fasciculus (R)	PGS001724	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25614	WA L2 in tract medial lemniscus (R)			
Diffusion_brain_MRI	INI25615	WA L2 in tract posterior thalamic radiation (L)			
Diffusion_brain_MRI	INI25617	WA L2 in tract superior longitudinal fasciculus (L)	PGS001725	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25618	WA L2 in tract superior longitudinal fasciculus (R)			
Diffusion_brain_MRI	INI25619	WA L2 in tract superior thalamic radiation (L)	PGS001726	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25621	WA L2 in tract uncinate fasciculus (L)	PGS001727	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25622	WA L2 in tract uncinate fasciculus (R)	PGS001728	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25624	WA L3 in tract acoustic radiation (R)	PGS001729	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25625	WA L3 in tract anterior thalamic radiation (L)	PGS001730	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25626	WA L3 in tract anterior thalamic radiation (R)	PGS001731	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25627	WA L3 in tract cingulate gyrus part of cingulum (L)	PGS001732	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25628	WA L3 in tract cingulate gyrus part of cingulum (R)	PGS001733	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25633	WA L3 in tract forceps major			
Diffusion_brain_MRI	INI25634	WA L3 in tract forceps minor	PGS001734	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25635	WA L3 in tract inferior fronto-occipital fasciculus (L)	PGS001735	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25636	WA L3 in tract inferior fronto-occipital fasciculus (R)	PGS001736	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25637	WA L3 in tract inferior longitudinal fasciculus (L)	PGS001737	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25638	WA L3 in tract inferior longitudinal fasciculus (R)	PGS001738	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25639	WA L3 in tract middle cerebellar peduncle			
Diffusion_brain_MRI	INI25640	WA L3 in tract medial lemniscus (L)			
Diffusion_brain_MRI	INI25641	WA L3 in tract medial lemniscus (R)			
Diffusion_brain_MRI	INI25642	WA L3 in tract posterior thalamic radiation (L)			
Diffusion_brain_MRI	INI25644	WA L3 in tract superior longitudinal fasciculus (L)	PGS001739	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25646	WA L3 in tract superior thalamic radiation (L)	PGS001740	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25647	WA L3 in tract superior thalamic radiation (R)	PGS001741	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25648	WA L3 in tract uncinate fasciculus (L)	PGS001742	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25649	WA L3 in tract uncinate fasciculus (R)	PGS001743	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25650	WA ICVF in tract acoustic radiation (L)	PGS001661	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25651	WA ICVF in tract acoustic radiation (R)	PGS001662	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25652	WA ICVF in tract anterior thalamic radiation (L)	PGS001663	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25653	WA ICVF in tract anterior thalamic radiation (R)	PGS001664	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25654	WA ICVF in tract cingulate gyrus part of cingulum (L)	PGS001665	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25655	WA ICVF in tract cingulate gyrus part of cingulum (R)	PGS001666	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25656	WA ICVF in tract parahippocampal part of cingulum (L)	PGS001678	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25657	WA ICVF in tract parahippocampal part of cingulum (R)	PGS001679	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25658	WA ICVF in tract corticospinal tract (L)	PGS001667	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25659	WA ICVF in tract corticospinal tract (R)	PGS001668	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25660	WA ICVF in tract forceps major	PGS001669	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25661	WA ICVF in tract forceps minor	PGS001670	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25662	WA ICVF in tract inferior fronto-occipital fasciculus (L)	PGS001671	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25663	WA ICVF in tract inferior fronto-occipital fasciculus (R)	PGS001672	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25664	WA ICVF in tract inferior longitudinal fasciculus (L)	PGS001673	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25665	WA ICVF in tract inferior longitudinal fasciculus (R)	PGS001674	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25666	WA ICVF in tract middle cerebellar peduncle	PGS001677	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25667	WA ICVF in tract medial lemniscus (L)	PGS001675	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25668	WA ICVF in tract medial lemniscus (R)	PGS001676	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25669	WA ICVF in tract posterior thalamic radiation (L)	PGS001680	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25670	WA ICVF in tract posterior thalamic radiation (R)	PGS001681	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25671	WA ICVF in tract superior longitudinal fasciculus (L)	PGS001682	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25672	WA ICVF in tract superior longitudinal fasciculus (R)	PGS001683	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25673	WA ICVF in tract superior thalamic radiation (L)	PGS001684	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25674	WA ICVF in tract superior thalamic radiation (R)	PGS001685	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25675	WA ICVF in tract uncinate fasciculus (L)	PGS001686	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25676	WA ICVF in tract uncinate fasciculus (R)	PGS001687	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25679	WA OD in tract anterior thalamic radiation (L)			
Diffusion_brain_MRI	INI25680	WA OD in tract anterior thalamic radiation (R)			
Diffusion_brain_MRI	INI25681	WA OD in tract cingulate gyrus part of cingulum (L)			
Diffusion_brain_MRI	INI25682	WA OD in tract cingulate gyrus part of cingulum (R)			
Diffusion_brain_MRI	INI25684	WA OD in tract parahippocampal part of cingulum (R)			
Diffusion_brain_MRI	INI25685	WA OD in tract corticospinal tract (L)	PGS001766	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25687	WA OD in tract forceps major			
Diffusion_brain_MRI	INI25689	WA OD in tract inferior fronto-occipital fasciculus (L)			
Diffusion_brain_MRI	INI25690	WA OD in tract inferior fronto-occipital fasciculus (R)			
Diffusion_brain_MRI	INI25691	WA OD in tract inferior longitudinal fasciculus (L)			
Diffusion_brain_MRI	INI25692	WA OD in tract inferior longitudinal fasciculus (R)	PGS001767	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25694	WA OD in tract medial lemniscus (L)	PGS001768	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25695	WA OD in tract medial lemniscus (R)			
Diffusion_brain_MRI	INI25696	WA OD in tract posterior thalamic radiation (L)			
Diffusion_brain_MRI	INI25697	WA OD in tract posterior thalamic radiation (R)			
Diffusion_brain_MRI	INI25698	WA OD in tract superior longitudinal fasciculus (L)	PGS001769	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25699	WA OD in tract superior longitudinal fasciculus (R)	PGS001770	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25700	WA OD in tract superior thalamic radiation (L)			
Diffusion_brain_MRI	INI25701	WA OD in tract superior thalamic radiation (R)	PGS001771	EFO_0006930|EFO_0004346	brain volume measurement|neuroimaging measurement
Diffusion_brain_MRI	INI25702	WA OD in tract uncinate fasciculus (L)			
Diffusion_brain_MRI	INI25703	WA OD in tract uncinate fasciculus (R)			
